	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
1814	http://purl.obolibrary.org/obo/CHMO_0002265		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1815	http://purl.obolibrary.org/obo/CHMO_0002264		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1816	http://purl.obolibrary.org/obo/CHMO_0002264		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1817	http://purl.obolibrary.org/obo/CHMO_0002264		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1818	http://purl.obolibrary.org/obo/CHMO_0002263		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1819	http://purl.obolibrary.org/obo/CHMO_0002263		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1820	http://purl.obolibrary.org/obo/CHMO_0002263		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1821	http://purl.obolibrary.org/obo/CHMO_0001957		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1822	http://purl.obolibrary.org/obo/CHMO_0001957		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1823	http://purl.obolibrary.org/obo/CHMO_0001957		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1824	http://purl.obolibrary.org/obo/OBI_0302886		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1825	http://purl.obolibrary.org/obo/OBI_0302886		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1826	http://purl.obolibrary.org/obo/OBI_0302886		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1827	http://purl.obolibrary.org/obo/CHMO_0001082		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1828	http://purl.obolibrary.org/obo/CHMO_0001082		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1829	http://purl.obolibrary.org/obo/CHMO_0001082		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1830	http://purl.obolibrary.org/obo/CHMO_0001088		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1831	http://purl.obolibrary.org/obo/CHMO_0001088		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1832	http://purl.obolibrary.org/obo/CHMO_0001088		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1833	http://purl.obolibrary.org/obo/CHMO_0002579		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1834	http://purl.obolibrary.org/obo/CHMO_0002579		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1835	http://purl.obolibrary.org/obo/CHMO_0002579		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1836	http://purl.obolibrary.org/obo/CHMO_0001624		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1837	http://purl.obolibrary.org/obo/CHMO_0001624		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1838	http://purl.obolibrary.org/obo/CHMO_0001624		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1839	http://www.bioassayontology.org/bao#BAO_0002094		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1840	http://www.bioassayontology.org/bao#BAO_0002094		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1841	http://www.bioassayontology.org/bao#BAO_0002094		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1842	http://www.bioassayontology.org/bao#BAO_0002463		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1843	http://www.bioassayontology.org/bao#BAO_0002463		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1844	http://www.bioassayontology.org/bao#BAO_0002463		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1845	http://www.bioassayontology.org/bao#BAO_0002428		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1846	http://www.bioassayontology.org/bao#BAO_0002428		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1847	http://www.bioassayontology.org/bao#BAO_0002428		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1848	http://www.bioassayontology.org/bao#BAO_0002424		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1849	http://www.bioassayontology.org/bao#BAO_0002424		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1850	http://www.bioassayontology.org/bao#BAO_0002424		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1851	http://www.bioassayontology.org/bao#BAO_0000453		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1852	http://www.bioassayontology.org/bao#BAO_0000453		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1853	http://www.bioassayontology.org/bao#BAO_0000453		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1854	http://www.bioassayontology.org/bao#BAO_0002508		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1855	http://www.bioassayontology.org/bao#BAO_0002508		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1856	http://www.bioassayontology.org/bao#BAO_0002508		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1857	http://www.bioassayontology.org/bao#BAO_0010252		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1858	http://www.bioassayontology.org/bao#BAO_0010252		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1859	http://www.bioassayontology.org/bao#BAO_0010252		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1860	http://www.bioassayontology.org/bao#BAO_0000015		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1861	http://www.bioassayontology.org/bao#BAO_0000015		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1862	http://www.bioassayontology.org/bao#BAO_0000015		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1863	http://www.bioassayontology.org/bao#BAO_0002527		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1864	http://www.bioassayontology.org/bao#BAO_0002527		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1865	http://www.bioassayontology.org/bao#BAO_0002527		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1866	http://www.bioassayontology.org/bao#BAO_0002525		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1867	http://www.bioassayontology.org/bao#BAO_0002525		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1868	http://www.bioassayontology.org/bao#BAO_0002525		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1869	http://www.bioassayontology.org/bao#BAO_0002805		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1870	http://www.bioassayontology.org/bao#BAO_0002805		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1871	http://www.bioassayontology.org/bao#BAO_0002805		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1875	http://www.bioassayontology.org/bao#BAO_0002419		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1876	http://www.bioassayontology.org/bao#BAO_0002419		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1877	http://www.bioassayontology.org/bao#BAO_0002419		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1878	http://www.bioassayontology.org/bao#BAO_0000129		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1879	http://www.bioassayontology.org/bao#BAO_0000129		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1880	http://www.bioassayontology.org/bao#BAO_0000129		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1881	http://www.bioassayontology.org/bao#BAO_0000055		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1882	http://www.bioassayontology.org/bao#BAO_0000055		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1883	http://www.bioassayontology.org/bao#BAO_0000055		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1884	http://www.bioassayontology.org/bao#BAO_0000415		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1885	http://www.bioassayontology.org/bao#BAO_0000415		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1886	http://www.bioassayontology.org/bao#BAO_0000415		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1893	http://purl.obolibrary.org/obo/OBI_0600053		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1894	http://purl.obolibrary.org/obo/OBI_0600053		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1895	http://purl.obolibrary.org/obo/OBI_0600053		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1899	http://purl.obolibrary.org/obo/OBI_0001170		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1900	http://purl.obolibrary.org/obo/OBI_0001170		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1901	http://purl.obolibrary.org/obo/OBI_0001170		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1905	http://purl.obolibrary.org/obo/OBI_0002692		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1906	http://purl.obolibrary.org/obo/OBI_0002692		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1907	http://purl.obolibrary.org/obo/OBI_0002692		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1908	http://purl.obolibrary.org/obo/OBI_0200199		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1909	http://purl.obolibrary.org/obo/OBI_0200199		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1910	http://purl.obolibrary.org/obo/OBI_0200199		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1917	http://purl.obolibrary.org/obo/OBI_0000185		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1918	http://purl.obolibrary.org/obo/OBI_0000185		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1919	http://purl.obolibrary.org/obo/OBI_0000185		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1932	http://purl.obolibrary.org/obo/OBI_0000690		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1933	http://purl.obolibrary.org/obo/OBI_0000690		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1934	http://purl.obolibrary.org/obo/OBI_0000690		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1947	http://purl.obolibrary.org/obo/OBI_0001986		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1948	http://purl.obolibrary.org/obo/OBI_0001986		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1949	http://purl.obolibrary.org/obo/OBI_0001986		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1953	http://purl.obolibrary.org/obo/OBI_0000891		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1954	http://purl.obolibrary.org/obo/OBI_0000891		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1955	http://purl.obolibrary.org/obo/OBI_0000891		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1956	http://purl.obolibrary.org/obo/OBI_0000910		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1957	http://purl.obolibrary.org/obo/OBI_0000910		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1958	http://purl.obolibrary.org/obo/OBI_0000910		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1959	http://purl.obolibrary.org/obo/OBI_0000854		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1960	http://purl.obolibrary.org/obo/OBI_0000854		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1961	http://purl.obolibrary.org/obo/OBI_0000854		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1962	http://purl.obolibrary.org/obo/OBI_0302888		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1963	http://purl.obolibrary.org/obo/OBI_0302888		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1964	http://purl.obolibrary.org/obo/OBI_0302888		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1968	http://purl.obolibrary.org/obo/OBI_0001058		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1969	http://purl.obolibrary.org/obo/OBI_0001058		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1970	http://purl.obolibrary.org/obo/OBI_0001058		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1986	http://purl.obolibrary.org/obo/MMO_0000647	RNA blot	RNA blot	0.651	ncit	Ribonucleic Acid Measurement	http://purl.obolibrary.org/obo/NCIT_C132301
1988	http://purl.obolibrary.org/obo/MMO_0000647	RNA blot	RNA blot design	0.667	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
1990	http://purl.obolibrary.org/obo/MMO_0000647	northern	northern identification	0.774	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
1992	http://purl.obolibrary.org/obo/MMO_0000660	SAGE	SAGE	0.997	ncit	Serial Analysis of Gene Expression	http://purl.obolibrary.org/obo/NCIT_C18480
1993	http://purl.obolibrary.org/obo/MMO_0000660	SAGE	SAGE detection	0.784	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
1994	http://purl.obolibrary.org/obo/MMO_0000660	SAGE	SAGE approach	0.8	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1998	http://purl.obolibrary.org/obo/OBI_0002029	SAGE	SAGE	0.997	ncit	Serial Analysis of Gene Expression	http://purl.obolibrary.org/obo/NCIT_C18480
1999	http://purl.obolibrary.org/obo/OBI_0002029	SAGE	SAGE detection	0.784	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
2000	http://purl.obolibrary.org/obo/OBI_0002029	SAGE	SAGE approach	0.8	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2002	http://purl.obolibrary.org/obo/MMO_0000394	HPLC	HPLC process	0.783	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2005	http://purl.obolibrary.org/obo/CHMO_0001009	HPLC	HPLC process	0.783	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2013	http://purl.obolibrary.org/obo/MMO_0000379	flame AAS	flame AAS study	0.615	ncit	Clinical Study	http://purl.obolibrary.org/obo/NCIT_C15206
2022	http://purl.obolibrary.org/obo/MMO_0000721	uplc-mass spec	uplc-mass spec design	0.651	ncit	Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C17156
2023	http://purl.obolibrary.org/obo/MMO_0000721	uplc-mass spec	uplc-mass spec approach	0.619	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2024	http://purl.obolibrary.org/obo/MMO_0000721	uplc-mass spec	uplc-mass spec	0.797	ncit	Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C17156
2025	http://purl.obolibrary.org/obo/MMO_0000721	UPLC/MS	UPLC/MS system	0.7	ncit	Drug Delivery System	http://purl.obolibrary.org/obo/NCIT_C17423
2026	http://purl.obolibrary.org/obo/MMO_0000721	UPLC/MS	UPLC/MS testing	0.723	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2027	http://purl.obolibrary.org/obo/MMO_0000721	UPLC/MS	UPLC/MS design	0.694	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2028	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC/MS	UPLC/MS system	0.7	ncit	Drug Delivery System	http://purl.obolibrary.org/obo/NCIT_C17423
2029	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC/MS	UPLC/MS testing	0.723	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2030	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC/MS	UPLC/MS design	0.694	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2034	http://purl.obolibrary.org/obo/MMO_0000721	uplc-ms	uplc-ms surveillance	0.78	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2036	http://purl.obolibrary.org/obo/MMO_0000721	uplc-ms	uplc-ms tests	0.66	ncit	Laboratory Procedure	http://purl.obolibrary.org/obo/NCIT_C25294
2037	http://purl.obolibrary.org/obo/MMO_0000685	laser confocal scanning microscopy	laser confocal scanning microscopy	0.97	ncit	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753
2040	http://purl.obolibrary.org/obo/MMO_0000685	confocal laser scanning microscopy	confocal laser scanning microscopy identification	0.805	ncit	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753
2041	http://purl.obolibrary.org/obo/MMO_0000685	confocal laser scanning microscopy	confocal laser scanning microscopy sampling	0.854	ncit	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753
2042	http://purl.obolibrary.org/obo/MMO_0000685	confocal laser scanning microscopy	confocal laser scanning microscopy analysis	0.865	ncit	Confocal Microscopy	http://purl.obolibrary.org/obo/NCIT_C17753
2044	http://purl.obolibrary.org/obo/MMO_0000685	CLSM	CLSM process	0.783	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2046	http://purl.obolibrary.org/obo/MMO_0000685	LCSM	LCSM detection	0.784	ncit	Biological Detection Test	http://purl.obolibrary.org/obo/NCIT_C174330
2047	http://purl.obolibrary.org/obo/MMO_0000685	LCSM	LCSM	0.616	ncit	Lung Cancer Symptom Scale Questionnaire	http://purl.obolibrary.org/obo/NCIT_C187515
2048	http://purl.obolibrary.org/obo/MMO_0000685	LCSM	LCSM analysis	0.809	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2049	http://purl.obolibrary.org/obo/MMO_0000537	HPLC-MS	HPLC-MS surveillance	0.78	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2051	http://purl.obolibrary.org/obo/MMO_0000537	HPLC-MS	HPLC-MS diagnostic	0.779	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2052	http://purl.obolibrary.org/obo/CHMO_0000796	HPLC-MS	HPLC-MS surveillance	0.78	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2054	http://purl.obolibrary.org/obo/CHMO_0000796	HPLC-MS	HPLC-MS diagnostic	0.779	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2055	http://purl.obolibrary.org/obo/MMO_0000537	high pressure liquid chromatography-mass spectrometry	high pressure liquid chromatography-mass spectrometry	0.86	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2061	http://purl.obolibrary.org/obo/MMO_0000003	ECG	ECG study	0.785	ncit	DICOM Study	http://purl.obolibrary.org/obo/NCIT_C63537
2062	http://purl.obolibrary.org/obo/MMO_0000003	ECG	ECG design	0.801	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2063	http://purl.obolibrary.org/obo/MMO_0000003	ECG	ECG	0.997	ncit	Electrocardiogram	http://purl.obolibrary.org/obo/NCIT_C168186
2064	http://purl.obolibrary.org/obo/MMO_0000003	EKG	EKG	1.0	ncit	Electrocardiogram	http://purl.obolibrary.org/obo/NCIT_C168186
2065	http://purl.obolibrary.org/obo/MMO_0000003	EKG	EKG review	0.801	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
2066	http://purl.obolibrary.org/obo/MMO_0000003	EKG	EKG administration	0.878	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
2067	http://www.ebi.ac.uk/efo/EFO_0004327	EKG	EKG	1.0	ncit	Electrocardiogram	http://purl.obolibrary.org/obo/NCIT_C168186
2068	http://www.ebi.ac.uk/efo/EFO_0004327	EKG	EKG review	0.801	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
2069	http://www.ebi.ac.uk/efo/EFO_0004327	EKG	EKG administration	0.878	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
2070	http://purl.obolibrary.org/obo/MMO_0000845	AC	AC surveillance	0.885	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2071	http://purl.obolibrary.org/obo/MMO_0000845	AC	AC administration	0.906	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
2072	http://purl.obolibrary.org/obo/MMO_0000845	AC	AC	0.969	ncit	Before Meals	http://purl.obolibrary.org/obo/NCIT_C64592
2073	http://purl.obolibrary.org/obo/MMO_0000075	ELISA	ELISA sampling	0.757	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2075	http://purl.obolibrary.org/obo/MMO_0000075	ELISA	ELISA detection	0.755	ncit	Biological Detection Test	http://purl.obolibrary.org/obo/NCIT_C174330
2080	http://purl.obolibrary.org/obo/MMO_0000459	PCR	PCR study	0.785	ncit	DICOM Study	http://purl.obolibrary.org/obo/NCIT_C63537
2082	http://purl.obolibrary.org/obo/MMO_0000128	CT scan	CT scan analysis	0.749	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2083	http://purl.obolibrary.org/obo/MMO_0000128	CT scan	CT scan assessment	0.767	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
2084	http://purl.obolibrary.org/obo/MMO_0000128	CT scan	CT scan process	0.72	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2085	http://www.ebi.ac.uk/efo/EFO_0003960	CT scan	CT scan analysis	0.749	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2086	http://www.ebi.ac.uk/efo/EFO_0003960	CT scan	CT scan assessment	0.767	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
2087	http://www.ebi.ac.uk/efo/EFO_0003960	CT scan	CT scan process	0.72	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2088	http://purl.obolibrary.org/obo/MMO_0000128	computerized axial tomography (CAT)	computerized axial tomography (CAT) identification	0.738	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2089	http://purl.obolibrary.org/obo/MMO_0000128	computerized axial tomography (CAT)	computerized axial tomography (CAT)	0.914	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2091	http://purl.obolibrary.org/obo/MMO_0000128	computed axial tomography	computed axial tomography sampling	0.828	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2092	http://purl.obolibrary.org/obo/MMO_0000128	computed axial tomography	computed axial tomography	0.962	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2093	http://purl.obolibrary.org/obo/MMO_0000128	computed axial tomography	computed axial tomography diagnostic	0.803	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2094	http://purl.obolibrary.org/obo/MMO_0000128	CAT scan	CAT scan	0.997	ncit	Computed Tomography	http://purl.obolibrary.org/obo/NCIT_C17204
2096	http://purl.obolibrary.org/obo/MMO_0000128	CAT scan	CAT scan approach	0.715	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2115	http://purl.obolibrary.org/obo/MMO_0000534	mass spec	mass spec tests	0.766	ncit	Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C17156
2117	http://purl.obolibrary.org/obo/MMO_0000534	mass spec	mass spec surveillance	0.74	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2127	http://purl.obolibrary.org/obo/MMO_0000709	MRS	MRS testing	0.825	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2128	http://purl.obolibrary.org/obo/MMO_0000709	MRS	MRS assessment	0.851	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
2139	http://purl.obolibrary.org/obo/MMO_0000470	GSC	GSC	0.41	ncit	Glutathione-S-Transferase Measurement	http://purl.obolibrary.org/obo/NCIT_C80185
2140	http://purl.obolibrary.org/obo/MMO_0000470	GSC	GSC approach	0.835	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2142	http://purl.obolibrary.org/obo/CHMO_0001015	GSC	GSC	0.41	ncit	Glutathione-S-Transferase Measurement	http://purl.obolibrary.org/obo/NCIT_C80185
2143	http://purl.obolibrary.org/obo/CHMO_0001015	GSC	GSC approach	0.835	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2148	http://purl.obolibrary.org/obo/MMO_0000073	RIA	RIA identification	0.88	ncit	Material Identification	http://purl.obolibrary.org/obo/NCIT_C138993
2149	http://purl.obolibrary.org/obo/MMO_0000073	RIA	RIA surveillance	0.855	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2150	http://purl.obolibrary.org/obo/MMO_0000073	RIA	RIA analysis	0.845	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2161	http://purl.obolibrary.org/obo/MMO_0000535	LC-MS	LC-MS design	0.76	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
