	count	term	ror_id	ror_label	priority	exact_match?
874	52	Compagnia di San Paolo	https://ror.org/00d1b1c41	Compagnia di San Paolo	3	True
875	52	DST | Science and Engineering Research Board	https://ror.org/03ffdsr55	Science and Engineering Research Board	3	False
876	52	Gouvernement du Canada | Canadian Institutes of Health Research (Instituts de Recherche en Santé du Canada)	https://ror.org/010q4q527	Government of Canada	3	False
877	52	King&apos;s College London	Error	No items	3	False
878	52	Kræftens Bekæmpelse	https://ror.org/03ytt7k16	Danish Cancer Society	3	False
879	52	Medical University of Vienna	https://ror.org/05n3x4p02	Medical University of Vienna	3	True
880	52	Michael J. Fox Foundation for Parkinson&apos;s Research	Error	No items	3	False
881	52	Morris Animal Foundation	https://ror.org/05pg13f04	Morris Animal Foundation	3	True
882	52	National High Technology Research and Development Program of China	https://ror.org/024zcda42		3	False
883	52	Natural Science Foundation of Jilin Province	https://ror.org/02vt3b359	Government of Jilin Province	3	False
884	52		Error	No items	3	False
885	52	Oak Ridge Institute for Science and Education	https://ror.org/040vxhp34	Oak Ridge Institute for Science and Education	3	True
886	52	Sigrid Juselius Foundation	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	False
887	52	U.S. Department of Health & Human Services | NIH | National Cancer Institute (NCI)	Error	No items	1	False
888	52	United States Department of Defense | Defense Advanced Research Projects Agency	https://ror.org/02caytj08	Defense Advanced Research Projects Agency	3	False
889	52	Youth Innovation Promotion Association	https://ror.org/031141b54	Youth Innovation Promotion Association	3	True
890	52	Zhejiang Provincial Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	True
891	51	AIRC	https://ror.org/02g2x7380	Italian Association for Cancer Research	3	False
892	51	Agence Nationale de la Recherche (French National Research Agency)	https://ror.org/00rbzpz17	National Agency for Research	3	False
893	51	Agencia Nacional de Investigación e Innovación	https://ror.org/03egaj678	Agencia Nacional de Investigación e Innovación	3	True
894	51	Department of Veterans Affairs	https://ror.org/05dbx6743	Department of Veterans Affairs	3	True
895	51	FWO	https://ror.org/03qtxy027	FWO	3	True
896	51	Fonds de Recherche du Québec - Nature et Technologies	https://ror.org/00b9f9778		3	False
897	51	Health Technology Assessment Programme	https://ror.org/05qs5k564	Health Technology Assessment Agency	3	False
898	51	Jacobs Foundation	https://ror.org/03tj32a09	Jacobs Foundation	3	True
899	51	King Khalid University	https://ror.org/052kwzs30	King Khalid University	3	True
900	51	Lietuvos Mokslo Taryba	https://ror.org/02gs16m83	Lietuvos Mokslo Taryba	3	True
901	51	Ministry of Food and Drug Safety	https://ror.org/01f7dp456	Ministry of Food and Drug Safety	3	True
902	51	National Research Council of Science and Technology	https://ror.org/058rymf81	National Research Council of Science and Technology	3	True
903	51	National Science Foundation of China | National Natural Science Foundation of China-Yunnan Joint Fund	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
904	51	U.S. Department of Health &amp; Human Services | NIH | National Cancer Institute (NCI)	Error	No items	1	False
905	51	US Department of Energy	https://ror.org/02m388s04	Department of Atomic Energy	3	False
906	51	Wenzhou Municipal Science and Technology Bureau	https://ror.org/02fr0s482	Wenzhou Municipal Science and Technology Bureau	3	True
907	50	Agència de Gestió d’Ajuts Universitaris i de Recerca	https://ror.org/01n4pqe45		3	False
908	50	Department of Atomic Energy, Government of India	https://ror.org/02m388s04	Department of Atomic Energy	3	False
909	50	Department of Education and Training | Australian Research Council (ARC)	https://ror.org/02sx0vk32	Department of Education and Training	3	False
910	50	Duke University	https://ror.org/00py81415	Duke University	3	True
911	50	European Union's Horizon 2020 research and innovation programme	https://ror.org/042k5q325	European Metrology Programme for Innovation and Research	3	False
912	50	Fundación Séneca	https://ror.org/03q68pf65		3	False
913	50	H2020 Research Infrastructures	https://ror.org/04vttb719	Ministry of Infrastructure	3	False
914	50	Korea Institute of Oriental Medicine	https://ror.org/005rpmt10	Korea Institute of Oriental Medicine	3	True
915	50	MOST | National Key Research and Development Program of China (NKPs)	https://ror.org/024zcda42		3	False
916	50	NCATS	https://ror.org/04pw6fb54	NCATS	3	True
917	50	Newton Fund	https://ror.org/012wtwr40		3	False
918	50	RWTH Aachen University	https://ror.org/04xfq0f34	RWTH Aachen University	3	True
919	50	Secretaría de Estado de Investigación, Desarrollo e Innovación	https://ror.org/02j1fb913		3	False
920	50	Sigma Xi	https://ror.org/04nmj5x57	Sigma Xi	3	True
921	50	Stockholm County Council	https://ror.org/02zrae794	Stockholm County Council	3	True
922	50	University of Oxford	https://ror.org/052gg0110	University of Oxford	3	True
923	50	“la Caixa” Foundation	https://ror.org/007gfpa47		3	False
924	49	Agriculture and Agri-Food Canada	https://ror.org/051dzs374	Agriculture and Agri-Food Canada	3	True
925	49	American Lebanese Syrian Associated Charities	https://ror.org/03rx10x31	American Lebanese Syrian Associated Charities	3	True
926	49	Bijzonder Onderzoeksfonds	Error	No items	3	False
927	49	Johns Hopkins University	https://ror.org/00za53h95	Johns Hopkins University	3	True
928	49	Massachusetts General Hospital	https://ror.org/002pd6e78	Massachusetts General Hospital	3	True
929	49	Monash University	https://ror.org/02bfwt286	Monash University	3	True
930	49	National Science and Technology Development Agency	https://ror.org/04vy95b61	National Science and Technology Development Agency	3	True
931	49	U.S. Department of Energy, Office of Science, Basic Energy Sciences	https://ror.org/05mg91w61	Office of Basic Energy Sciences	3	False
932	49	Universiti Sains Malaysia	https://ror.org/02rgb2k63	Universiti Sains Malaysia	3	True
933	49	University of Oslo	https://ror.org/01xtthb56	University of Oslo	3	True
934	48	Biological and Environmental Research	https://ror.org/0114b2m14	Office of Biological and Environmental Research	3	False
935	48	Christian Doppler Forschungsgesellschaft	https://ror.org/00mv8h305	Christian Doppler Forschungsgesellschaft	3	True
936	48	Deutsche Bundesstiftung Umwelt	https://ror.org/05pmq5w14	Deutsche Bundesstiftung Umwelt	3	True
937	48	ETH Zurich	https://ror.org/05a28rw58	ETH Zurich	3	True
938	48	Fundação de Amparo à Pesquisa do Estado da Bahia	https://ror.org/0473khm44	Fundação de Amparo à Pesquisa do Estado da Bahia	3	True
939	48	General Secretariat for Research and Technology	https://ror.org/04yeh8h63	General Secretariat for Research and Technology	3	True
940	48	Government of Canada	https://ror.org/010q4q527	Government of Canada	3	True
941	48	Guangzhou Municipal Science and Technology Project	https://ror.org/01dan7p53	Guangzhou Vocational College of Science and Technology	3	False
942	48	Higher Education Commision, Pakistan	https://ror.org/0267nkd62	Higher Education Academy	3	False
943	48	Ministry of Health of the Czech Republic	https://ror.org/00mjd8b34	Ministry of Finance of the Czech Republic	3	False
944	48	National Natural Science Foundation of China-China Academy of General Technology Joint Fund for Basic Research	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
945	48	Tri-Service General Hospital	https://ror.org/007h4qe29	Tri-Service General Hospital	3	True
946	48	TrygFonden	https://ror.org/02rcazp29	TrygFonden	3	True
947	48	University Grants Committee	https://ror.org/00djwmt25	University Grants Committee	3	True
948	47	Basque Government	https://ror.org/00pz2fp31	Basque Government	3	True
949	47	Cancer Research Society	https://ror.org/00t38a349	Cancer Research Society	3	True
950	47	Crafoordska Stiftelsen	https://ror.org/02hwwbr17	Crafoord Foundation	3	False
951	47	Department of Science and Technology of Jilin Province	https://ror.org/049x38272	Jilin Province Science and Technology Department	3	False
952	47	EC | European Regional Development Fund	https://ror.org/01rkhv978	Development Fund	3	False
953	47	European and Developing Countries Clinical Trials Partnership	https://ror.org/031jv9v19	European & Developing Countries Clinical Trials Partnership	3	False
954	47	JDRF	https://ror.org/02j6fbg68	JDRF	3	True
955	47	Mochida Memorial Foundation for Medical and Pharmaceutical Research	https://ror.org/045p8e908		3	False
956	47	National Postdoctoral Program for Innovative Talents	https://ror.org/01gsm0s82	National Postdoctoral Association	3	False
957	47	National Science Foundation of China | National Natural Science Foundation of China-Yunnan Joint Fund (NSFC-Yunnan Joint Fund)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
958	47	National Taiwan University	https://ror.org/05bqach95	National Taiwan University	3	True
959	47	Public Health Agency of Canada	https://ror.org/023xf2a37	Public Health Agency of Canada	3	True
960	47	Science, Technology and Innovation Commission of Shenzhen Municipality	https://ror.org/03kt66j61	Science and Technology Commission of Shanghai Municipality	3	False
961	47	Sichuan University	https://ror.org/011ashp19	Sichuan University	3	True
962	47	Suomen Lääketieteen Säätiö	https://ror.org/0593mby10	Finnish Medical Foundation	3	False
963	47	US Forest Service	https://ror.org/03zmjc935	US Forest Service	3	True
964	47	University of Groningen	https://ror.org/012p63287	University of Groningen	3	True
965	47	University of Queensland	https://ror.org/00rqy9422	University of Queensland	3	True
966	46	Agentschap voor Innovatie door Wetenschap en Technologie	https://ror.org/01g94x362	Department of Economy, Sciency & Innovation	3	False
967	46	Central Public-interest Scientific Institution Basal Research Fund	https://ror.org/02y5w9a36	United States Public Interest Research Group Education Fund	3	False
968	46	Chiang Mai University	https://ror.org/05m2fqn25	Chiang Mai University	3	True
969	46	Consejería de Economía, Innovación, Ciencia y Empleo, Junta de Andalucía	https://ror.org/00pptgy96		3	False
970	46	Danish Council for Independent Research	https://ror.org/05svhj534	Danish Council for Independent Research	3	True
971	46	Francis Crick Institute	https://ror.org/04tnbqb63	The Francis Crick Institute	3	False
972	46	Georg-August-Universität Göttingen	https://ror.org/01y9bpm73	Georg-August-Universität Göttingen	3	True
973	46	Institut National de la Recherche Agronomique	https://ror.org/05y503v71	Institut National de la Recherche Agronomique	3	True
974	46	International Human Frontier Science Program Organization	https://ror.org/02ebx7v45	International Human Frontier Science Program Organization	3	True
975	46	Japan Society for the Promotion of Science KAKENHI	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	False
976	46	Korea Centers for Disease Control and Prevention	https://ror.org/04jgeq066	Korea Centers for Disease Control and Prevention	3	True
977	46	Marsden Fund	https://ror.org/014ktry78	NIHR Biomedical Research Centre at The Royal Marsden and the ICR	3	False
978	46	Ministerio de Ciencia y Tecnología	https://ror.org/02vp8jr44	Ministerio de Ciencia y Tecnología	3	True
979	46	Ministerio de Econom??a y Competitividad	https://ror.org/02vp8jr44		3	False
980	46	Netherlands Organisation for Health Research and Development	https://ror.org/01yaj9a77	Netherlands Organisation for Health Research and Development	3	True
981	46	Oesterreichische Nationalbank	https://ror.org/054jfj847	National Bank of Belgium	3	False
982	46	Science and Technology Department of Zhejiang Province	https://ror.org/05yj3y977	Science and Technology Department of Zhejiang Province	3	True
983	46	Science and Technology Development Fund	https://ror.org/044vr6g03	Science and Technology Development Fund	3	True
984	46	Shanghai Municipal Science and Technology Major Project	https://ror.org/02jhhh683	Shanghai Science and Technology Museum	3	False
985	46	U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH)	Error	No items	1	False
986	46	japan society for the promotion of science	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	False
987	46	the National Nature Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
988	45	Alzheimer’s Research UK	https://ror.org/02ymzm013	Alzheimer’s Research UK	3	True
989	45	Asan Institute for Life Sciences, Asan Medical Center	https://ror.org/03s5q0090	Asan Medical Center	3	False
990	45	Austrian Academy of Sciences	https://ror.org/03anc3s24	Austrian Academy of Sciences	3	True
991	45	Boehringer Ingelheim Fonds	https://ror.org/00dkye506	Boehringer Ingelheim Fonds	3	True
992	45	Bundesministerium für Bildung und Forschung (Federal Ministry of Education and Research)	https://ror.org/04pz7b180	Federal Ministry of Education and Research	3	False
993	45	Bundesministerium für Wirtschaft und Energie	https://ror.org/02vgg2808	Bundesministerium für Wirtschaft und Energie	3	True
994	45	Department of Biotechnology, Government of India	https://ror.org/036h6g940	Government of India	3	False
995	45	Division of Cancer Epidemiology and Genetics, National Cancer Institute	https://ror.org/00vkwep27	Division of Cancer Epidemiology and Genetics	3	False
996	45	Erasmus+	https://ror.org/01v2m4n16	Erasmus+	3	True
997	45	Fund for Scientific Research	https://ror.org/03q83t159	Fund for Scientific Research	3	True
998	45	Guangdong Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	False
999	45	Iran National Science Foundation	https://ror.org/03sr1ma14	Iran National Science Foundation	3	True
