	count	term	ror_id	ror_label	priority	exact_match?	Manual review?	Good?	ror_id	ror_label	notes
605	82	National Science and Technology Council	https://ror.org/00wnb9798	National Science and Technology Council	3	TRUE	Yes				
930	49	National Science and Technology Development Agency	https://ror.org/04vy95b61	National Science and Technology Development Agency	3	TRUE	No				
221	268	National Science Center	https://ror.org/03ha2q922	National Science Center	3	TRUE	Yes				
571	88	National Science Council	https://ror.org/02kv4zf79	National Science Council	3	TRUE	Yes				
13	10632	National Science Foundation	https://ror.org/021nxhr62	National Science Foundation	3	TRUE	Yes				
388	136	National Science Foundation of Sri Lanka	https://ror.org/010xaa060	National Science Foundation of Sri Lanka	3	TRUE	No				
958	47	National Taiwan University	https://ror.org/05bqach95	National Taiwan University	3	TRUE	No				
625	79	National Taiwan University Hospital	https://ror.org/03nteze27	National Taiwan University Hospital	3	TRUE	No				
626	79	National University of Singapore	https://ror.org/01tgyzw49	National University of Singapore	3	TRUE	No				
37	3515	Natural Environment Research Council	https://ror.org/02b5d8509	Natural Environment Research Council	3	TRUE	No				
104	754	Natural Sciences and Engineering Research Council	https://ror.org/01h531d29	Natural Sciences and Engineering Research Council	3	TRUE	No				
980	46	Netherlands Organisation for Health Research and Development	https://ror.org/01yaj9a77	Netherlands Organisation for Health Research and Development	3	TRUE	No				
816	57	Nierstichting	https://ror.org/020k6v967	Nierstichting	3	TRUE	No				
666	74	NINDS	https://ror.org/01s5ya894	NINDS	3	TRUE	No				
529	95	NordForsk	https://ror.org/05bqzfg94	NordForsk	3	TRUE	No				
153	423	Norges Forskningsråd	https://ror.org/00epmv149	Norges Forskningsråd	3	TRUE	No				
787	60	Novartis Pharma	https://ror.org/01a80cj23	Novartis Pharma	3	TRUE	No				
45	2121	Novo Nordisk Fonden	https://ror.org/04txyc737	Novo Nordisk Fonden	3	TRUE	No				
318	172	Novo Nordisk Foundation	https://ror.org/04txyc737	Novo Nordisk Foundation	3	TRUE	No				
426	124	NSFC	https://ror.org/01h0zpd94	NSFC	3	TRUE	No				
885	52	Oak Ridge Institute for Science and Education	https://ror.org/040vxhp34	Oak Ridge Institute for Science and Education	3	TRUE	No				
225	265	Office of Naval Research	https://ror.org/01awap711	Office of Naval Research	3	TRUE	No				
471	108	Office of Science	https://ror.org/00mmn6b08	Office of Science	3	TRUE	No				
400	133	Parkinson's UK	https://ror.org/02417p338	Parkinson's UK	3	TRUE	No				
496	103	Patient-Centered Outcomes Research Institute	https://ror.org/014q65q44	Patient-Centered Outcomes Research Institute	3	TRUE	No				
254	223	PEPFAR	https://ror.org/025g6sc95	PEPFAR	3	TRUE	No				
606	82	Pew Charitable Trusts	https://ror.org/02xhk2825	Pew Charitable Trusts	3	TRUE	No				
766	62	Prostate Cancer Foundation	https://ror.org/01npwtv09	Prostate Cancer Foundation	3	TRUE	No				
439	120	Public Health Agency	https://ror.org/03ek62e72	Public Health Agency	3	TRUE	No				
959	47	Public Health Agency of Canada	https://ror.org/023xf2a37	Public Health Agency of Canada	3	TRUE	No				
521	96	Qatar National Research Fund	https://ror.org/01svaqq28	Qatar National Research Fund	3	TRUE	No				
713	68	Regione Campania	https://ror.org/02kg21794	Regione Campania	3	TRUE	No				
809	58	Regione Lombardia	https://ror.org/020dw9k11	Regione Lombardia	3	TRUE	No				
387	137	Research Foundation - Flanders	https://ror.org/03qtxy027	Research Foundation - Flanders	3	TRUE	No				
319	171	Research to Prevent Blindness	https://ror.org/04drjs621	Research to Prevent Blindness	3	TRUE	No				
506	101	Robert Wood Johnson Foundation	https://ror.org/02ymmdj85	Robert Wood Johnson Foundation	3	TRUE	No				
162	399	Rosetrees Trust	https://ror.org/04e3zg361	Rosetrees Trust	3	TRUE	No				
139	480	Royal Society	https://ror.org/03wnrjx87	Royal Society	3	TRUE	No				
284	201	Rural Development Administration	https://ror.org/03xs9yg50	Rural Development Administration	3	TRUE	No				
135	493	Russian Foundation for Basic Research	https://ror.org/02mh1ke95	Russian Foundation for Basic Research	3	TRUE	No				
99	800	Russian Science Foundation	https://ror.org/03y2gwe85	Russian Science Foundation	3	TRUE	No				
918	50	RWTH Aachen University	https://ror.org/04xfq0f34	RWTH Aachen University	3	TRUE	No				
208	295	São Paulo Research Foundation	https://ror.org/02ddkpn78	São Paulo Research Foundation	3	TRUE	No				
127	546	Science and Engineering Research Board	https://ror.org/03ffdsr55	Science and Engineering Research Board	3	TRUE	No				
154	420	Science and Technology Commission of Shanghai Municipality	https://ror.org/03kt66j61	Science and Technology Commission of Shanghai Municipality	3	TRUE	No				
982	46	Science and Technology Department of Zhejiang Province	https://ror.org/05yj3y977	Science and Technology Department of Zhejiang Province	3	TRUE	No				
983	46	Science and Technology Development Fund	https://ror.org/044vr6g03	Science and Technology Development Fund	3	TRUE	No				
253	224	Science and Technology Facilities Council	https://ror.org/057g20z61	Science and Technology Facilities Council	3	TRUE	No				
779	61	Seoul National University Hospital	https://ror.org/01z4nnt86	Seoul National University Hospital	3	TRUE	No				
608	82	Shanghai Jiao Tong University	https://ror.org/0220qvk04	Shanghai Jiao Tong University	3	TRUE	No				
588	85	Shanghai Municipal Education Commission	https://ror.org/05tewj457	Shanghai Municipal Education Commission	3	TRUE	No				
961	47	Sichuan University	https://ror.org/011ashp19	Sichuan University	3	TRUE	No				
920	50	Sigma Xi	https://ror.org/04nmj5x57	Sigma Xi	3	TRUE	No				
736	66	Sigrid Jusélius Foundation	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	TRUE	No				
218	271	Simons Foundation	https://ror.org/01cmst727	Simons Foundation	3	TRUE	No				
746	65	Slovak Research and Development Agency	https://ror.org/037nx0e70	Slovak Research and Development Agency	3	TRUE	No				
380	139	Slovenian Research Agency	https://ror.org/059bp8k51	Slovenian Research Agency	3	TRUE	No				
356	147	South African Medical Research Council	https://ror.org/05q60vz69	South African Medical Research Council	3	TRUE	No				
723	67	"Spanish Ministry of Science, Innovation and Universities"	https://ror.org/05r0vyz12	"Spanish Ministry of Science, Innovation and Universities"	3	TRUE	No				
768	62	Stanford University	https://ror.org/00f54p054	Stanford University	3	TRUE	No				
921	50	Stockholm County Council	https://ror.org/02zrae794	Stockholm County Council	3	TRUE	No				
542	93	Stroke Association	https://ror.org/05mgfq941	Stroke Association	3	TRUE	No				
828	56	Sumitomo Foundation	https://ror.org/01nmpj461	Sumitomo Foundation	3	TRUE	No				
818	57	Susan G. Komen	https://ror.org/02nadbe75	Susan G. Komen	3	TRUE	No				
829	56	Svenska Sällskapet för Medicinsk Forskning	https://ror.org/0433fd238	Svenska Sällskapet för Medicinsk Forskning	3	TRUE	No				
545	92	Swedish Cancer Society	https://ror.org/0527jb766	Swedish Cancer Society	3	TRUE	No				
702	69	Swedish Foundation for Strategic Research	https://ror.org/044wr7g58	Swedish Foundation for Strategic Research	3	TRUE	No				
101	782	Swedish Research Council	https://ror.org/03zttf063	Swedish Research Council	3	TRUE	No				
402	133	Swedish Research Council for Environment Agricultural Sciences and Spatial Planning	https://ror.org/03pjs1y45	Swedish Research Council for Environment Agricultural Sciences and Spatial Planning	3	TRUE	No				
21	6759	Swiss National Science Foundation	https://ror.org/00yjd3n13	Swiss National Science Foundation	3	TRUE	No				
788	60	Taif University	https://ror.org/014g1a453	Taif University	3	TRUE	No				
685	71	Taipei Medical University	https://ror.org/05031qk94	Taipei Medical University	3	TRUE	No				
627	79	Taipei Veterans General Hospital	https://ror.org/03ymy8z76	Taipei Veterans General Hospital	3	TRUE	No				
125	555	Takeda	https://ror.org/04hjbmv12	Takeda	3	TRUE	No				
163	395	Takeda Science Foundation	https://ror.org/02y123g31	Takeda Science Foundation	3	TRUE	No				
193	321	The Francis Crick Institute	https://ror.org/04tnbqb63	The Francis Crick Institute	3	TRUE	No				
232	251	The Research Council of Norway	https://ror.org/00epmv149	The Research Council of Norway	3	TRUE	No				
945	48	Tri-Service General Hospital	https://ror.org/007h4qe29	Tri-Service General Hospital	3	TRUE	No				
946	48	TrygFonden	https://ror.org/02rcazp29	TrygFonden	3	TRUE	No				
117	610	U.S. Department of Defense	https://ror.org/0447fe631	U.S. Department of Defense	3	TRUE	No				
100	785	U.S. Department of Energy	https://ror.org/01bj3aw27	U.S. Department of Energy	3	TRUE	No				
159	407	U.S. Department of Veterans Affairs	https://ror.org/05rsv9s98	U.S. Department of Veterans Affairs	3	TRUE	No				
648	76	U.S. Food and Drug Administration	https://ror.org/034xvzb47	U.S. Food and Drug Administration	3	TRUE	No				
307	179	Uehara Memorial Foundation	https://ror.org/00gc20a07	Uehara Memorial Foundation	3	TRUE	No				
320	171	UK Research and Innovation	https://ror.org/001aqnf71	UK Research and Innovation	3	TRUE	No				
227	257	United States Agency for International Development	https://ror.org/01n6e6j62	United States Agency for International Development	3	TRUE	No				
181	349	United States Department of Agriculture	https://ror.org/01na82s61	United States Department of Agriculture	3	TRUE	No				
649	76	United States Department of Defense	https://ror.org/0447fe631	United States Department of Defense	3	TRUE	No				
279	207	United States Department of Energy	https://ror.org/01bj3aw27	United States Department of Energy	3	TRUE	No				
660	75	United States Fish and Wildlife Service	https://ror.org/04k7dar27	United States Fish and Wildlife Service	3	TRUE	No				
631	78	United States-Israel Binational Science Foundation	https://ror.org/00j8z2m73	United States-Israel Binational Science Foundation	3	TRUE	No				
858	54	Universidad de Buenos Aires	https://ror.org/0081fs513	Universidad de Buenos Aires	3	TRUE	No				
756	64	Universiti Putra Malaysia	https://ror.org/02e91jd64	Universiti Putra Malaysia	3	TRUE	No				
932	49	Universiti Sains Malaysia	https://ror.org/02rgb2k63	Universiti Sains Malaysia	3	TRUE	No				
747	65	University College London	https://ror.org/02jx3x895	University College London	3	TRUE	No				
178	351	University Grants Commission	https://ror.org/04p800546	University Grants Commission	3	TRUE	No				
947	48	University Grants Committee	https://ror.org/00djwmt25	University Grants Committee	3	TRUE	No				
738	66	University of Cambridge	https://ror.org/013meh722	University of Cambridge	3	TRUE	No				
782	61	University of Florida	https://ror.org/02y3ad647	University of Florida	3	TRUE	No				
691	70	University of Gothenburg	https://ror.org/01tm6cn81	University of Gothenburg	3	TRUE	No				
964	47	University of Groningen	https://ror.org/012p63287	University of Groningen	3	TRUE	No				
798	59	University of Melbourne	https://ror.org/01ej9dk98	University of Melbourne	3	TRUE	No				
668	74	University of Michigan	https://ror.org/00jmfr291	University of Michigan	3	TRUE	No				
831	56	University of Minnesota	https://ror.org/017zqws13	University of Minnesota	3	TRUE	No				
933	49	University of Oslo	https://ror.org/01xtthb56	University of Oslo	3	TRUE	No				
922	50	University of Oxford	https://ror.org/052gg0110	University of Oxford	3	TRUE	No				
965	47	University of Queensland	https://ror.org/00rqy9422	University of Queensland	3	TRUE	No				
832	56	University of Washington	https://ror.org/00cvxb145	University of Washington	3	TRUE	No				
594	84	University of Zurich	https://ror.org/02crff812	University of Zurich	3	TRUE	No				
669	74	Uppsala University	https://ror.org/048a87296	Uppsala University	3	TRUE	No				
963	47	US Forest Service	https://ror.org/03zmjc935	US Forest Service	3	TRUE	No				
763	63	Verband der Chemischen Industrie	https://ror.org/00kvk1853	Verband der Chemischen Industrie	3	TRUE	No				
143	452	Versus Arthritis	https://ror.org/02jkpm469	Versus Arthritis	3	TRUE	No				
820	57	Vienna Science and Technology Fund	https://ror.org/01f9mc681	Vienna Science and Technology Fund	3	TRUE	No				
129	531	Villum Fonden	https://ror.org/05nqkay65	Villum Fonden	3	TRUE	No				
493	104	VINNOVA	https://ror.org/01kd5m353	VINNOVA	3	TRUE	No				
300	188	Volkswagen Foundation	https://ror.org/03bsmfz84	Volkswagen Foundation	3	TRUE	No				
216	273	Welch Foundation	https://ror.org/00np6vq88	Welch Foundation	3	TRUE	No				
16	9916	Wellcome Trust	https://ror.org/029chgv08	Wellcome Trust	3	TRUE	No				
906	51	Wenzhou Municipal Science and Technology Bureau	https://ror.org/02fr0s482	Wenzhou Municipal Science and Technology Bureau	3	TRUE	No				
114	665	World Health Organization	https://ror.org/01f80g185	World Health Organization	3	TRUE	No				
231	253	Worldwide Cancer Research	https://ror.org/031tfbz57	Worldwide Cancer Research	3	TRUE	No				
473	108	Xunta de Galicia	https://ror.org/0181xnw06	Xunta de Galicia	3	TRUE	No				
889	52	Youth Innovation Promotion Association	https://ror.org/031141b54	Youth Innovation Promotion Association	3	TRUE	No				
890	52	Zhejiang Provincial Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	TRUE	No				
11	12413	NICHD NIH HHS	https://ror.org/04byxyr05	Eunice Kennedy Shriver National Institute of Child Health and Human Development	1	FALSE	No				
24	6285	NCATS NIH HHS	https://ror.org/04pw6fb54	National Center for Advancing Translational Sciences	1	FALSE	No				
66	1371	NCCIH NIH HHS	https://ror.org/00190t495	National Center for Complementary and Integrative Health	1	FALSE	No				
538	93	"HHS | NIH | National Heart, Lung, and Blood Institute"	https://ror.org/012pb6c26	National Heart Lung and Blood Institute	1	FALSE	No				
2	29739	NHLBI NIH HHS	https://ror.org/012pb6c26	National Heart Lung and Blood Institute	1	FALSE	No				
41	3035	NHGRI NIH HHS	https://ror.org/00baak391	National Human Genome Research Institute	1	FALSE	No				
230	253	HHS | NIH | National Institute of Allergy and Infectious Diseases	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	1	FALSE	No				
655	75	HHS | NIH | National Institute of Allergy and Infectious Diseases (NIAID)	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	1	FALSE	No				
4	25285	NIAID NIH HHS	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	1	FALSE	No				
25	5812	NIAMS NIH HHS	https://ror.org/006zn3t30	National Institute of Arthritis and Musculoskeletal and Skin Diseases	1	FALSE	No				
22	6742	NIBIB NIH HHS	https://ror.org/00372qc85	National Institute of Biomedical Imaging and Bioengineering	1	FALSE	No				
40	3297	NIDCR NIH HHS	https://ror.org/004a2wv92	National Institute of Dental and Craniofacial Research	1	FALSE	No				
554	90	HHS | NIH | National Institute of Diabetes and Digestive and Kidney Diseases	https://ror.org/00adh9b73	National Institute of Diabetes and Digestive and Kidney Diseases	1	FALSE	No				
6	16901	NIDDK NIH HHS	https://ror.org/00adh9b73	National Institute of Diabetes and Digestive and Kidney Diseases	1	FALSE	No				
28	5457	NIEHS NIH HHS	https://ror.org/00j4k1h63	National Institute of Environmental Health Sciences	1	FALSE	No				
240	238	HHS | NIH | National Institute of General Medical Sciences	https://ror.org/04q48ey07	National Institute of General Medical Sciences	1	FALSE	No				
579	86	HHS | NIH | National Institute of General Medical Sciences (NIGMS)	https://ror.org/04q48ey07	National Institute of General Medical Sciences	1	FALSE	No				
0	47287	NIGMS NIH HHS	https://ror.org/04q48ey07	National Institute of General Medical Sciences	1	FALSE	No				
694	69	HHS | NIH | National Institute of Neurological Disorders and Stroke	https://ror.org/01s5ya894	National Institute of Neurological Disorders and Stroke	1	FALSE	No				
7	16342	NINDS NIH HHS	https://ror.org/01s5ya894	National Institute of Neurological Disorders and Stroke	1	FALSE	No				
72	1249	NINR NIH HHS	https://ror.org/01y3zfr79	National Institute of Nursing Research	1	FALSE	No				
39	3310	NIAAA NIH HHS	https://ror.org/02jzrsm59	National Institute on Alcohol Abuse and Alcoholism	1	FALSE	No				
36	3728	NIDCD NIH HHS	https://ror.org/04mhx6838	National Institute on Deafness and Other Communication Disorders	1	FALSE	No				
18	8392	NIDA NIH HHS	https://ror.org/00fq5cm18	National Institute on Drug Abuse	1	FALSE	No				
56	1610	NIMHD NIH HHS	https://ror.org/0493hgw16	National Institute on Minority Health and Health Disparities	1	FALSE	No				
312	176	HHS | National Institutes of Health (NIH)	https://ror.org/01cwqze88	National Institutes of Health	1	FALSE	No				
510	99	NIH Clinical Center	https://ror.org/04vfsmv21	National Institutes of Health Clinical Center	1	FALSE	No				
732	66	NIHR Oxford Biomedical Research Centre	https://ror.org/00aps1a34	NIHR Oxford Musculoskeletal Biomedical Research Centre	1	FALSE	No				
51	1817	AHRQ HHS	https://ror.org/03jmfdf59	Agency for Healthcare Research and Quality	2	FALSE	No				
137	484	NCCDPHP CDC HHS	https://ror.org/021rths28	National Center for Chronic Disease Prevention and Health Promotion	2	FALSE	No				
373	140	NCEZID CDC HHS	https://ror.org/02ggwpx62	National Center for Emerging and Zoonotic Infectious Diseases	2	FALSE	No				
431	123	NCHHSTP CDC HHS	https://ror.org/01wjn2x92	National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention	2	FALSE	No				
332	166	NCIRD CDC HHS	https://ror.org/05je2tx78	National Center for Immunization and Respiratory Diseases	2	FALSE	No				
340	160	NCIPC CDC HHS	https://ror.org/0015x1k58	National Center for Injury Prevention and Control	2	FALSE	No				
505	101	NCBDD CDC HHS	https://ror.org/021asz590	National Center on Birth Defects and Developmental Disabilities	2	FALSE	No				
176	364	NIOSH CDC HHS	https://ror.org/0502a2655	National Institute for Occupational Safety and Health	2	FALSE	No				
166	385	HHS | National Institutes of Health	https://ror.org/01cwqze88	National Institutes of Health	2	FALSE	No				
173	371	FDA HHS	https://ror.org/034xvzb47	United States Food and Drug Administration	2	FALSE	No				
429	123	Intramural FDA HHS	https://ror.org/034xvzb47	United States Food and Drug Administration	2	FALSE	No				
196	316	Alexander von Humboldt-Stiftung	https://ror.org/012kf4317	Alexander von Humboldt Foundation	3	FALSE	No				
813	57	American Chemical Society Petroleum Research Fund	https://ror.org/059dqb057	American Chemical Society	3	FALSE	No				
188	328	American Heart Association-American Stroke Association	https://ror.org/013kjyp64	American Heart Association	3	FALSE	No				
989	45	"Asan Institute for Life Sciences, Asan Medical Center"	https://ror.org/03s5q0090	Asan Medical Center	3	FALSE	No				
600	83	Österreichische Forschungsförderungsgesellschaft	https://ror.org/028jc0449	Austrian Research Promotion Agency	3	FALSE	No				
74	1229	Bill and Melinda Gates Foundation	https://ror.org/0456r8d26	Bill & Melinda Gates Foundation	3	FALSE	No				
377	139	Brain and Behavior Research Foundation	https://ror.org/03a63f080	Brain & Behavior Research Foundation	3	FALSE	No				
855	54	The Brain Tumour Charity	https://ror.org/01k33dw46	Brain Tumour Charity	3	FALSE	No				
859	53	Canadian Cancer Society Research Institute	https://ror.org/017343w90	Canadian Cancer Society	3	FALSE	No				
76	1148	 CIHR	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	FALSE	No				
576	86	Canadian Institute of Health Research	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	FALSE	No				
490	104	Canadian Institutes for Health Research	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	FALSE	No				
206	301	Cancer Foundation Finland sr	https://ror.org/0113k5861	Cancer Foundation Finland	3	FALSE	No				
330	166	Fondazione Cariplo	https://ror.org/01gb56c55	Cariplo Foundation	3	FALSE	No				
707	68	Carlsbergfondet	https://ror.org/01kpjmx04	Carlsberg Foundation	3	FALSE	No				
516	98	Postdoctoral Research Foundation of China	https://ror.org/0426zh255	China Postdoctoral Science Foundation	3	FALSE	No				
716	67	Chinese Scholarship Council	https://ror.org/04atp4p48	China Scholarship Council	3	FALSE	No				
853	54	Strategic Priority Research Program of Chinese Academy of Sciences	https://ror.org/034t30j35	Chinese Academy of Sciences	3	FALSE	No				
381	139	Strategic Priority Research Program of the Chinese Academy of Sciences	https://ror.org/034t30j35	Chinese Academy of Sciences	3	FALSE	No				
267	215	Comunidad de Madrid	https://ror.org/040scgh75	Community of Madrid	3	FALSE	No				
950	47	Crafoordska Stiftelsen	https://ror.org/02hwwbr17	Crafoord Foundation	3	FALSE	No				
199	312	The Danish Cancer Society	https://ror.org/03ytt7k16	Danish Cancer Society	3	FALSE	No				
888	52	United States Department of Defense | Defense Advanced Research Projects Agency	https://ror.org/02caytj08	Defense Advanced Research Projects Agency	3	FALSE	No				
389	136	The Dunhill Medical Trust	https://ror.org/05ayqqv15	Dunhill Medical Trust	3	FALSE	No				
95	881	Intramural EPA	https://ror.org/03tns0030	Environmental Protection Agency	3	FALSE	No				
354	149	U.S. Environmental Protection Agency	https://ror.org/03tns0030	Environmental Protection Agency	3	FALSE	No				
808	58	NICHD	https://ror.org/04byxyr05	Eunice Kennedy Shriver National Institute of Child Health and Human Development	3	FALSE	No				
953	47	European and Developing Countries Clinical Trials Partnership	https://ror.org/031jv9v19	European & Developing Countries Clinical Trials Partnership	3	FALSE	No				
81	1086	European Commission FP7	https://ror.org/00k4n6c32	European Commission	3	FALSE	No				
662	74	EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Excellent Science | H2020 European Research Council (H2020 Excellent Science - European Research Council)	https://ror.org/0472cxd90	European Research Council	3	FALSE	No				
677	72	EC | European Research Council (ERC)	https://ror.org/0472cxd90	European Research Council	3	FALSE	No				
621	79	EC | H2020 | H2020 Priority Excellent Science | H2020 European Research Council (ERC)	https://ror.org/0472cxd90	European Research Council	3	FALSE	No				
857	54	"Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii"	https://ror.org/01q7jq182	"Executive Unit for Financing Higher Education, Research, Development and Innovation"	3	FALSE	No				
992	45	Bundesministerium für Bildung und Forschung (Federal Ministry of Education and Research)	https://ror.org/04pz7b180	Federal Ministry of Education and Research	3	FALSE	No				
317	172	German Federal Ministry of Education and Research	https://ror.org/04pz7b180	Federal Ministry of Education and Research	3	FALSE	No				
276	207	John E. Fogarty International Center for Advanced Study in the Health Sciences	https://ror.org/02xey9a22	Fogarty International Center	3	FALSE	No				
447	116	Fundacja na rzecz Nauki Polskiej	https://ror.org/048zd9m77	Foundation for Polish Science	3	FALSE	No				
734	66	Polish National Science Centre	https://ror.org/048zd9m77	Foundation for Polish Science	3	FALSE	No				
866	53	INSERM	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	FALSE	No				
867	53	Inserm	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	FALSE	No				
302	183	Institut National de la Santé et de la Recherche Médicale	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	FALSE	No				
26	5669	Austrian Science Fund FWF	https://ror.org/013tf3c58	FWF Austrian Science Fund	3	FALSE	No				
559	90	deutsche forschungsgemeinschaft	https://ror.org/018mejw64	German Research Foundation	3	FALSE	No				
209	288	Deutsche Forschungsgemeinschaft (DFG)	https://ror.org/018mejw64	German Research Foundation	3	FALSE	No				
239	238	Deutsche Forschungsgemeinschaft (German Research Foundation)	https://ror.org/018mejw64	German Research Foundation	3	FALSE	No				
391	135	Great Ormond Street Hospital Childrens Charity	https://ror.org/03vjq7x94	Great Ormond Street Hospital Children's Charity	3	FALSE	No				
695	69	Helmholtz-Gemeinschaft	https://ror.org/0281dp749	Helmholtz Association of German Research Centres	3	FALSE	No				
654	75	Fondo para la Investigación Científica y Tecnológica	https://ror.org/03sbzv212	Institute for Scientific and Technological Research	3	FALSE	No				
83	1075	Instituto de Salud Carlos III	https://ror.org/00ca2c886	Institute of Health Carlos III	3	FALSE	No				
637	77	Jane ja Aatos Erkon Säätiö	https://ror.org/03vxy9y38	Jane and Aatos Erkko Foundation	3	FALSE	No				
424	125	Japan Agency for Medical Research and Development (AMED)	https://ror.org/004rtk039	Japan Agency for Medical Research and Development	3	FALSE	No				
837	55	MEXT | Japan Science and Technology Agency	https://ror.org/00097mb19	Japan Science and Technology Agency	3	FALSE	No				
986	46	japan society for the promotion of science	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	FALSE	No				
975	46	Japan Society for the Promotion of Science KAKENHI	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	FALSE	No				
133	502	JSPS KAKENHI	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	FALSE	No				
108	703	MEXT | Japan Society for the Promotion of Science	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	FALSE	No				
156	414	MEXT | Japan Society for the Promotion of Science (JSPS)	https://ror.org/00hhkn466	Japan Society for the Promotion of Science	3	FALSE	No				
951	47	Department of Science and Technology of Jilin Province	https://ror.org/049x38272	Jilin Province Science and Technology Department	3	FALSE	No				
155	419	Knut och Alice Wallenbergs Stiftelse	https://ror.org/004hzzk67	Knut and Alice Wallenberg Foundation	3	FALSE	No				
3	28118	The Leon Levy Foundation	https://ror.org/033hnyq61	Leon Levy Foundation	3	FALSE	No				
401	133	RCUK | Medical Research Council	https://ror.org/03x94j517	Medical Research Council	3	FALSE	No				
448	116	"Ministry of Science and ICT, South Korea"	https://ror.org/01wpjm123	Ministry of Science and ICT	3	FALSE	No				
257	222	"Ministry of Science, ICT and Future Planning"	https://ror.org/01wpjm123	Ministry of Science and ICT	3	FALSE	No				
489	105	Science Earth Science System NASA	https://ror.org/045s99b94	NASA Earth Science	3	FALSE	No				
198	314	Intramural NASA	https://ror.org/027ka1x80	National Aeronautics and Space Administration	3	FALSE	No				
582	85	"Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México"	https://ror.org/01tmp8f25	National Autonomous University of Mexico	3	FALSE	No				
737	66	Universidad Nacional Autónoma de México	https://ror.org/01tmp8f25	National Autonomous University of Mexico	3	FALSE	No				
532	94	Australian National Health and Medical Research Council	https://ror.org/011kf5r70	National Health and Medical Research Council	3	FALSE	No				
288	197	Department of Health | National Health and Medical Research Council	https://ror.org/011kf5r70	National Health and Medical Research Council	3	FALSE	No				
418	127	Department of Health | National Health and Medical Research Council (NHMRC)	https://ror.org/011kf5r70	National Health and Medical Research Council	3	FALSE	No				
550	91	National Health and Medical Research Council of Australia	https://ror.org/011kf5r70	National Health and Medical Research Council	3	FALSE	No				
69	1296	"National Heart, Lung, and Blood Institute"	https://ror.org/012pb6c26	National Heart Lung and Blood Institute	3	FALSE	No				
255	222	"Division of Intramural Research, National Institute of Allergy and Infectious Diseases"	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	3	FALSE	No				
560	90	national institutes of health	https://ror.org/01cwqze88	National Institutes of Health	3	FALSE	No				
830	56	US National Institutes of Health	https://ror.org/01cwqze88	National Institutes of Health	3	FALSE	No				
251	228	Foundation for Innovative Research Groups of the National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
423	125	Innovative Research Group Project of the National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
824	56	MOST | National Natural Science Foundation of China (NSFC)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
488	105	National Natural Science Foundation	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
268	215	national natural science foundation of china	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
458	112	National Natural Science Foundation of China (CN)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
89	991	National Natural Science Foundation of China (National Science Foundation of China)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
242	236	National Natural Science Foundation of China (NSFC)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
944	48	National Natural Science Foundation of China-China Academy of General Technology Joint Fund for Basic Research	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
492	104	National Natural Science Foundation of China-Guangdong Joint Fund	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
683	71	National Natural Sciences Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
241	238	National Nature Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
697	69	National Outstanding Youth Science Fund Project of National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
215	273	National Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
903	51	National Science Foundation of China | National Natural Science Foundation of China-Yunnan Joint Fund	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
