_id	Name	Description	Model	Predictions
ReframeDB_A00190	Modulators of neuronal mitostasis	High content, cell-based assay designed to identify compounds that modulate neuronal mitostasis. Purpose This high content, cell-based assay has been designed to identify compounds that modulate mitostasis in neurons. The assay employs primary neurons isolated from a mouse line that conditionally expresses a Cre-dependent, mitochondrial-localized GFP reporter. The image-based assay identifies compounds that can modulate a variety of phenotypic properties of mitochondria, including length, width, number, area occupied, etc. Mitochondrial deficits are included in the pathophysiology neurodegenerative and many other diseases. Protocol Primary neurons are plated on clear bottom 1536-well plates coated with Poly-D-Lysine and cultured for 13 days. On day 13 cells are dosed with compounds and then incubated for another 48 hours.  Readout Plates are imaged at DIV15 with a GE Incell 6000 system utilizing 60x objective. Images are analyzed using GE Developer software in order to determine modulators of mitochondrial content, elongation and health. Neutral controls are used for calculating robust Z-scores. Detection Method plates are imaged at div15 with a ge incell 6000 system utilizing 60x objective. images are analyzed using ge developer software in order to determine modulators of mitochondrial content, elongation and health. neutral controls are used for calculating robust z-scores. Detection Reagents neuronal mitochondria tag with GFP Components primary neurons from mice P0 pups Drug Concetration 12.5  Ã‚ÂµM	gpt-3.5-turbo	['High content screening', 'Cell-based assay', 'Image analysis', 'Mitochondrial content analysis', 'Mitochondrial elongation analysis', 'Mitochondrial health analysis', 'Mouse primary neuron isolation', 'Live cell imaging']
ReframeDB_A00443	Screening for PLD4 enzyme inhibitors	PLD4 are endolysosomal exonucleases that appear to behave as negative regulators of nucleic acid sensing. Inhibitors may be useful as immunological adjuvants for vaccine or cancer applications. Purpose The screen we have developed has been assessed using the LOPAC library. Our assay relies on the exonuclease activity of PLD3 and PLD4. A short oligonucleotide carrying a fluorescein adduct on one base along with a fluorescence quencher (Iowa Black) on the 3 prime end emits enhanced fluorescence upon digestion by PLD3 or PLD4. Inhibitors will suppress this signal. We plan to introduce into plates that are pre-dotted with compounds to be screened a buffer containing enzyme but no substrate. After a 15 min room temperature incubation, the substrate will be added in an equal volume of butter and the reaction allowed to continue for 2 hours at 37oC. FITC fluorescence is then read. We propose to use PLD3 at 2 nM, PLD4 at 100 nM, and substrate at 2 uM. Final concentration of the ReFrame compound inhibitors will be 2 uM.  Protocol Clear 384-well plates are spotted with 10 nl compounds (final conc 2 uM). Then 5 ul enzyme in 1X buffer is added and the plates pre-incubated with compunds for 15 min at room temperature. Next, 5 ul 1X buffer containing fluorogenic substrate (4 uM) is added, and cultured at 37oC for 2 h. One copy of the spotted library will be incubated with 2 uM PLD3, substrate and its optimal buffer. A second copy of the spotted library will be incubated with PLD4, substrate along with its buffer. Assays will be carried out simultaneously to identify selective inhibitors of each isoform. Readout Plates are read in a fluorimeter for FITC (FAM) fluorescence. Detection Method assay is read on a 384-well plate fluorimeter. Detection Reagents Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides. Components Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides. Drug Concetration 10 nL compound from 2 mM source to 10 ÂµL assay volume.  2 ÂµM final concentration	gpt-3.5-turbo	['Screening assay development', 'Assay validation', 'High-throughput screening', 'Fluorimeter assay', 'Detection of enzyme activity', 'Detection of fluorescence signal']
ReframeDB_A00383	Development of preclinical candidates for the treatment of NTM disease - M. abscessus Bamboo	In vitro high-throughput phenotypic screen to identify small molecule inhibitors with activity against both Mycobacterium abscessus and Mycobacterium avium species, ideally also active against Mycobacterium tuberculosis. Purpose This is an in vitro high-throughput phenotypic screen to identify new orally bioavailable preclinical development candidate compounds for the treatment of non-tuberculous mycobacteria (NTM) lung disease caused by both Mycobacterium abscessus and Mycobacterium avium species. NTM are diverse and ubiquitous in the environment and are increasingly being identified globally in association with serious, usually opportunistic, infections in humans. M. abscessus, one of the most commonly identified NTM species responsible for severe respiratory, skin and mucosal infections in humans, is intrinsically resistant to available antibiotics, underscoring the need to identify novel therapeutic strategies for the treatment of NTM lung disease. Protocol Mid-log (OD600 = 0.4-0.6) cultures of M. abscessus Bamboo and M. avium 11 grown in Middlebrook 7H9 liquid medium are diluted to OD600 = 0.05 prior to incubation in the presence of the compounds at 37Â°C with shaking at 110 rpm for 3 and 4 days, respectively. Following incubation, percentage growth inhibition is calculated by normalization to Day 0 data and DMSO negative controls as reference. Compounds displaying >85% growth inhibition against both M. abscessus Bamboo and M. avium 11 species are followed up in secondary dose-response screens to identify those with the most potent activity against both organisms. Following selection of the most promising candidate compounds, carried out in consultation with Calibr, further in vitro and in vivo characterization is carried out to facilitate target deconvolution and to determine efficacy in the mouse model of NTM infection.  Readout Read out will measure cell growth as a function of absorbance at OD600; data are normalized to the DMSO carrier in the absence of compound. Detection Method absorbance measured at od600; clarithromycin is used as a positive control; dmso is the negative control, used for normalization of bacterial cell growth. Components M. abscessus Bamboo; M. avium 11 Drug Concetration 40nL for 20uL assay volume at 20 Ã‚ÂµM	gpt-3.5-turbo	['High-throughput phenotypic screen', 'In vitro screening', 'Dose-response screening', 'In vitro characterization', 'In vivo characterization', 'Target deconvolution', 'Efficacy testing in mouse model of NTM infection', 'Absorbance measurement', 'Normalization of data', 'Drug concentration measurement']
ReframeDB_A00254	Growth-based high throughput screening of small molecule libraries against anaerobic microbial choline metabolism	Phenotypic screening looking for growth inhibitors of E. coli when it‚Äôs cultured in minimal media containing choline as carbon source, but that don‚Äôt inhibit growth on glycerol as carbon source. Bacterial growth is the indirect phenotypic signal of TMA inhibition, which will be subsequently evaluated using a LC/MS method. Purpose A prevalent number of bacterial species that inhabit the human gut can utilize the dietary nutrient choline as a source of carbon and energy, while releasing trimethylamine (TMA) as a byproduct. More specifically, the cut gene cluster that contains the genes that code for choline-TMA lyase (CutC) and its activating enzyme (CutD) are responsible to cleaving choline into acetaldehyde and TMA. The former can be used as source of energy via fermentation, whereas the latter is a byproduct of this metabolism. TMA, however, gets excreted out of the human body through the liver, where it gets oxidized to trimethylamine-N-oxide (TMAO) by the enzyme flavin monooxygenase 3 (FMO3). TMAO has a profound effect on the host's physiology, including the onset of cardiovascular and chronic kidney diseases, and diabetes. Furthermore, the cut gene cluster is found in a prevalent number of gut commensal bacteria, which emphasizes the need to specifically target this microbial pathway. This assay, which is based on a phenotypic high throughput screening, will reveal compounds that interfere with the microbial choline utilization and its transformation into TMA by inhibiting the growth of bacteria when choline is the sole carbon-energy source. Protocol 384-well plates will be filled with compounds previously dissolved in DMSO at a final concentration of 10 uM. Columns 1 to 22 are the experimental wells. Columns 23 and 24 are controls, containing 60 ug/mL kanamycin, and DMSO, respectively. Each compound will be screened in singlicate. Once we obtain the plates, they will be left to equilibrate in the anaerobic chamber overnight. Next, we will add 50 uL of previously reduced NCE (non-carbon essential) media containing 20 mM choline and inoculate with E. coli MS-200-1 to an initial OD600 ~ 0.1. We will measure OD600 after 7 and 20 h of anaerobic incubation at 37 degrees Celsius. The compounds that inhibit growth on choline (Z-score =<-2) will be re-tested at the same concentration but in NCE media containing 2.5 g/l glycerol (as counter-screening). Those compounds that don't inhibit growth under this condition (Z-score >= 0) will be picked for dose response against TMA generation. Readout The OD600 of the experimental wells will be analyzed in terms of their Z-score (Zscore = [ODwell - ŒºPlate]/Œ¥plate). We will calculate the Z-prime score using the control wells (Z-prime = 1 - [3Œ¥neg-3Œ¥pos)/(Œºneg-Œºpos)] Detection Method for the screening and counter-screening, we will measure od600 in our spectrophotometer located in our coy anaerobic chamber. for tma assay, we will use lc/ms. Detection Reagents None Components Escherichia coli MS-200-1 Drug Concetration 10  Ã‚ÂµM	gpt-3.5-turbo	['Growth-based high throughput screening', 'Phenotypic screening', 'LC/MS method', '384-well plate screening', 'OD600 measurement', 'Anaerobic incubation', 'Z-score calculation', 'Dose response analysis', 'Z-prime score calculation', 'Spectrophotometry', 'LC/MS assay']
ReframeDB_A00156	Discovery of sporontocidals compounds as starting points for novel malaria causal prophylactics	Identification of compounds that target P. falciparum sporozoites through a luminescent viability assay Purpose A transgenic P. falciparum reporter parasite was created by inserting a GFP::luc reporter gene under control of the circumsporozoite promoter in the Pf47 locus. These parasites show strong reporter expression in developing and mature sporozoites. To assess the effects of compounds on viability of sporozoite, salivary gland sporozoites were isolated from infected mosquitoes and incubated with test substance in microtiter plates. Twenty-four hours later, luciferase activity was determined as a measure for parasite viability.     Protocol Fourteen to twenty-two days post infection with NF54-CGL, salivary glands of infected mosquitoes were isolated in L-15 (Leibovitz) medium (Lonza) supplemented with penicillin-streptomycin and L-glutamine and ground in a glass mortar to free the sporozoites. After determining the sporozoite count with a hematocytometer, sporozoites were diluted to the desired concentration with L-15 medium supplemented with penicillin-streptomycin and L-glutamine without (‚Äúincomplete medium‚Äù) or with (‚Äúcomplete medium‚Äù) 10% heat-inactivated fetal bovine serum (hi-FBS). For the screenings, 12 ¬µL/well of a 25,000 to 83,000 sporozoite/mL dilution (corresponding to 300-1,000 sporozoites/well) were dispensed using a Multidrop (Thermofisher) or an electronic multichannel (Ovation) in white 384-well plates (Proxiplate 384-TC Perkin Elmer) pre-spotted with the chemical library. For assay development, test of antimalarial drugs and for compounds issued from resynthesis, 6 ¬µL of a 167,000 sporozoite/mL dilution (corresponding to 1,000 sporozoites/well) were dispensed using an electronic multichannel in white 384-well plates containing 6 ¬µL of compounds diluted at two-fold the final concentration in incomplete or complete medium. In all cases, the compounds had been dissolved in DMSO, and the final DMSO concentration in the assay was 0.1%. Each plate contained vehicle (0.1% DMSO) and positive (100 nM to 1 ¬µM gramicidin) controls, which were used for normalization of the signals. The plates were incubated at 26¬?C with ambient gas in a humidity-controlled incubator for 24 hours, then 6 ¬µL of Bright Glo reagent (Promega) was added to the wells. After a three minute incubation, luciferase activity was measured using a Synergy 2 multi-purpose plate reader (Biotek, Winooski, VT).   Readout Luminescence Detection Method bright glo reagent (promega) was added to the wells. after a three minute incubation, luciferase activity was measured using a synergy 2 multi-purpose plate reader (biotek, winooski, vt). all plates contained vehicle (0.1% dmso, max signal) and gramicidin (min signal) controls. the values from the min and max controls were used to calculate a z‚äô prime value and to scale the data between 0 and 100% inhibition. compounds showing >50% inhibition were selected for further analysis. Detection Reagents Brigh Glo (Promega) Drug Concetration 2.5  Ã‚ÂµM	gpt-3.5-turbo	['Luminescent viability assay', 'Transgenic reporter parasite creation', 'Sporozoite isolation', 'Microtiter plate incubation', 'Luciferase activity determination', 'Hemocytometer sporozoite count', 'Compound screening', 'Antimalarial drug testing', 'Electronic multichannel dispensing', 'White 384-well plate dispensing', 'Bright Glo reagent addition', 'Plate reader luciferase activity measurement']
ReframeDB_A00309	Helminth: B. malayi microfilariae (3 Day)	Brugia pahangi worm motility assay Purpose At the University of California at San Francisco, adult female Brugia pahangi worms are used in the primary screens to identify a macrofilaricidal candidate. Adult female Brugia are initially screened in quadruplicate in 24 well plates at a single concentration from 1-10¬µM. Worms treated with 1% DMSO only are used as controls. Worms are kept in a 37¬?C, 5% CO2 incubator for the duration of the assay. Worm motility (phenotypic screening) is assessed on Day 0 (the day worms are treated with compound), Day 1, Day 2, Day 3, and Day 6 using an imaging system called The Worminator. Mean movement units (worms moving are assessed as pixels displaced per second) generated from The Worminator on Day 3 and Day 6 are converted into % inhibitions of worm motility compared to controls treated with 1% DMSO only. A compound hit is defined as one that inhibits the motility of the adult female worm ‚â• 75% by Day 3 of the assay. If a compound inhibits motility of the worms consistently in at least two assays at single concentrations, an IC50 is performed using a 6-point serial dilution starting at 30¬µM. IC50s are calculated using GraphPad Prism. Protocol Based on Bulman CA, Bidlow CM, Lustigman S, Cho-Ngwa F, Williams D, Rasc??n, Jr AA, et al. (2015) Repurposing Auranofin as a Lead Candidate for Treatment of Lymphatic Filariasis and Onchocerciasis. PLoS Negl Trop Dis 9(2): e0003534 with modifications for ReFrame screen Drug screening of adult Brugia worms in vitro Adult female Brugia pahangi were shipped from Univ. of Missouri-Columbia and assayed using methods described by Marcellino et al. (2012). Individual females are placed in each well of a 24-well plate with media (RPMI-1640 with 25 mMHEPES, 2.0 g/L NaHCO3, 5% heat inactivated FBS, and 1X Antibiotic/Antimycotic solution). Worms are transfered to new 24-well plates upon arrival with 500 ŒºL of media per well. Initial ReFrame compound screening is conducted at 3 ŒºM per compound, and 1% DMSO is used as a negative control. All drugs are dissolved in DMSO (Sigma-Aldrich, St. Louis, MO) stock solutions are stored at -20¬?C. Four worms were used as replicates for each concentration and worm plates are kept in a 37¬?C, 5% CO2 incubator for the duration of the assay except during motility readings. To determine the effect of a compound on worm motility, individual worm movements are counted as the number of pixels displaced per second by each worm in each well using the Worminator (see Marcellino C, et al. (2012) WormAssay: A Novel Computer Application for Whole-Plate Motion-based Screening of Macroscopic Parasites. PLoS Negl Trop Dis 6(1): e1494. doi:10.1371/journal.pntd.0001494). Each plate of worms is video recorded for approximately 60 seconds, and mean movement units (MMUs) are determined for individual worms. Percent inhibition of motility is calculated by dividing the MMUs of the treated worms by the control average MMUs, subtracting the value from 1.0, flooring the values to zero and multiplying by 100%. Videos are recorded each day, including the first day of the assay (Day 0). Compounds that inhibit worm motility can be tested in IC50 assays. Prism is used to calculate IC50 values using a non-linear regression curve fit. Readout Individual worm movements are counted as number of pixels displaced per second by each worm in each well using the Worminator (see Marcellino C, et al. (2012) WormAssay: A Novel Computer Application for Whole-Plate Motion-based Screening of Macroscopic Parasites. PLoS Negl Trop Dis 6(1): e1494. doi:10.1371/journal.pntd.0001494). Each plate of worms is video recorded for approximately 60 seconds, and the mean movement units (MMUs) are determined for individual worms. Percent inhibition of motility is calculated by dividing the MMUs of the treated worms by the control average MMUs, subtracting the value from 1.0, flooring the values to zero and multiplying by 100%. Videos are recorded each day, including the first day of the assay (Day 0). Compounds that inhibit worm motility can be tested in IC50 assays. Prism is used to calculate IC50 values using a non-linear regression curve fit. Detection Method video motion capture Detection Reagents none Components adult female Brugia pahangi worms Drug Concetration 3  Ã‚ÂµM	gpt-3.5-turbo	['Brugia pahangi worm motility assay', 'Video motion capture']
ReframeDB_A00487	Cell Viability Counterscreen for the SARS-CoV2 Protease Inhibitor Assay	Secondary assay for A00461: the identification of off target hits from the SARS-CoV2 papain-like protease assay using luminescence viability assay. Purpose Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the PLpro, alleviate some immune system dampening. This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the PLpro primary cell based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using doxorubicin as a known cytotoxic agent (high control) vs cells treated with vehicle only (low control). Protocol Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux.  Readout CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. Doxorubicin treated cells (high control). Detection Method luminescence  Detection Reagents CellTiter-Glo (Promega) Components HEK293T cells, plasmids expressing SARS-CoV2-PLpro, Split Firefly luciferase reporter containing SARS-CoV2 PLpro cleavage target peptide Drug Concetration 5nL at 10mM	gpt-3.5-turbo	['Luminescence assay', 'Viability assay', 'High throughput screening', 'Cell transfection', 'Reporter assays', 'Cell culture', 'Luciferase assay']
ReframeDB_A00227	Shigella flexneri growth inhibition	Screen for inhibitors of Shigella flexneri growth Purpose This assay looks for lead compounds for antibiotics directed against Shigella flexneri. Drug-resistant S. flexneri has been designated a ‚ÄúSerious Threat‚Äù by the CDC. We expect to identify compounds that inhibit growth of S. flexneri in vitro in the initial screen, and will use secondary screens to determine which hits are viable for further study. Protocol S. flexneri 2457T are grown overnight in batch culture in LB. The OD600 is read and the culture is diluted to 0.002. 50 ¬µl of the diluted culture is dispensed manually into pre-spotted plates using a multi-channel pipetter. Plates are incubated overnight at 37 ¬?C. OD600 for each well is read in a SoftMax Pro Microplate reader (Molecular Devices).  Readout OD600 measured in a plate reader and normalized to untreated wells. Detection Method od600 Detection Reagents none Components Shigella flexneri 2a 2457T Drug Concetration 10 Ã‚ÂµM	gpt-3.5-turbo	['Growth inhibition assay', 'Screening for inhibitors', 'Batch culture', 'Optical density (OD) measurement', 'Multi-channel pipetting', 'Incubation', 'Plate reading', 'Normalization', 'Drug concentration measurement']
ReframeDB_A00411	Screening for PLD3 enzyme inhibitors	PLD3 and PLD4 are endolysosomal exonucleases that appear to behave as negative regulators of nucleic acid sensing. Inhibitors may be useful as immunological adjuvants for vaccine or cancer applications. Purpose The screen we have developed has been assessed using the LOPAC library. Our assay relies on the exonuclease activity of PLD3 and PLD4. A short oligonucleotide carrying a fluorescein adduct on one base along with a fluorescence quencher (Iowa Black) on the 3 prime end emits enhanced fluorescence upon digestion by PLD3 or PLD4. Inhibitors will suppress this signal. We plan to introduce into plates that are pre-dotted with compounds to be screened a buffer containing enzyme but no substrate. After a 15 min room temperature incubation, the substrate will be added in an equal volume of butter and the reaction allowed to continue for 2 hours at 37oC. FITC fluorescence is then read. We propose to use PLD3 at 2 nM, PLD4 at 100 nM, and substrate at 2 uM. Final concentration of the ReFrame compound inhibitors will be 2 uM.  Protocol Clear 384-well plates are spotted with 10 nl compounds (final conc 2 uM). Then 5 ul enzyme in 1X buffer is added and the plates pre-incubated with compunds for 15 min at room temperature. Next, 5 ul 1X buffer containing fluorogenic substrate (4 uM) is added, and cultured at 37oC for 2 h. One copy of the spotted library will be incubated with 2 uM PLD3, substrate and its optimal buffer. A second copy of the spotted library will be incubated with PLD4, substrate along with its buffer. Assays will be carried out simultaneously to identify selective inhibitors of each isoform. Readout Plates are read in a fluorimeter for FITC (FAM) fluorescence. Detection Method assay is read on a 384-well plate fluorimeter. Detection Reagents Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides. Components Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides. Drug Concetration 10 nL compound from 2 mM source to 10 ÂµL assay volume.  2 ÂµM final concentration	gpt-3.5-turbo	['Screening assay', 'Exonuclease activity assay', 'Fluorescence measurement', 'Plate spotting', 'Enzyme incubation', 'Fluorogenic substrate addition', 'Incubation at 37°C', 'Selective inhibitor identification', 'Fluorimeter reading']
ReframeDB_A00385	XDR Klebsiella pneumoniae amikacin potentiation in the presence of a fixed concentration of amikacin	Identification of potentiators of amikacin against XDR Klebsiella pneumoniae via growth inhibition assay Purpose The goal of this screen is to identify compounds in the ReFRAME library that potentiate the efficacy of the aminoglycoside amikacin against extensively drug-resistant (XDR) K. pneumoniae. Aminoglycosides such as amikacin are important therapeutic options for treating nosocomial Gram-negative infections, but resistant isolates are increasingly reported. Mechanistically, aminoglycosides have the dual advantage of inhibiting protein synthesis, thereby decreasing the expression of bacterial toxins and resistance-mediating enzymes, and permeabilizing the outer membrane. The 384-well screen identifies inhibitors of globally prevalent XDR K. pneumoniae strains, either through potentiation of amikacin and/or direct growth inhibition. This screen is performed following the European Committee on Antimicrobial Susceptibility Testing (EUCAST) guidelines, which recommends using the International Organization for Standardization (ISO) reference methods for drug susceptibility testing (ISO 20776-1:2019). These guidelines were adapted to 384-well format to accommodate high-throughput screening and primary screening at single concentration. Protocol Compounds will be pre-spotted onto 384 well microtiter plate (columns 3-22) at 20 ÂµM for primary screen and 40 ÂµM top concentration for dose response together with a fixed concentration of amikacin corresponding to approximately 1/4 x MIC against the XDR K. pneumoniae strains. 5 x 105 CFU/mL of bacteria in Cation-Adjusted Mueller-Hinton Broth (CAMHB) are then dispensed to wells in columns 1-23 to a final volume of 50 Âµl per well. CAMHB only is added to wells in column 24. Control conditions are bacteria only (16 wells, column 1), bacteria plus amikacin at 1/4x MIC (16 wells, columns 2), bacteria plus positive drug control apramycin (2 times 8-pt dose-response, column 23) and CAMHB only wells (16 wells, column 24). Plate are incubated for 18h at 37Â°C and optical density at 600 nm (OD600) read with a multimode plate reader. Readout Growth inhibition after 18h incubation measured by OD600 Detection Method optical density at 600 nm (od600) Detection Reagents None Components Klebsiella pneumoniae Drug Concetration 20  Ã‚ÂµM	gpt-3.5-turbo	['Growth inhibition assay', 'High-throughput screening', 'Drug susceptibility testing', 'Dose response assay', 'Optical density measurement']
ReframeDB_A00212	Crypto-C. hominis high-content imaging proliferation	Phenotypic high-content imaging-based high-throughput screen against the protozoan pathogen C. parvum to find new small molecule inhibitors of Cryptosporidium, which causes diarrheal disease in humans. Purpose This is a secondary assay for hits active against C. parvum IOWA (Sterling and Bunch Grass Farm strains). Cryptosporidium parvum and the related species Cryptosporidium hominis cause diarrheal disease in humans. The current standard of care is ineffective in patients most at risk of cryptosporidiosis. This is a confirmatory secondary high-content imaging-based high-throughput screen of the hits from the full deck against the protozoan pathogen Cryptosporidium parvum. The assay measures inhibition of parasite proliferation within the human ileocecal colorectal adenocarcinoma cell line HCT-8 (ATCC Number?; a commonly used cell line for studying Cryptosporidium spp. in vitro. HCI detection of this cell-based assay allows for concomitant measurement of Cryptosporidium parasite inhibition and host cell cytotoxicity. Protocol This specific ID is for C. hominis (TU502), which has been routinely passaged through neonatal gnotobiotic piglets at Tufts University by the Tzipori lab. For the assay, HCT-8 cells are seeded into 1536-well clear-bottom plates and incubated at 37C. 24 hours later, compounds are transferred (1.88 uM for primary screening and 25 uM top concentration for dose-response), and then excysted Cryptosporidium sporozoites and oocysts are dispensed onto cells. 48 hours later, cells are fixed with 4% paraformaldehyde. Cells are then washed, permeabilized with 0.25% Triton X-100 in PBS, blocked with SuperBlock (Thermo), and finally stained with a 1:10 dilution of Superblock with 1ug/mL FITC-tagged Vicia Villosa lectin and 3uM DAPI nuclear stain. Cells are then washed with PBS-T to remove residual stain and plates are sealed with aluminum adhesive seals. Plates are imaged (10x objective) on the CX5 Cellomics imager using the SpotDetector algorithm. Compounds that inhibit Cryptosporidium proliferation by >= 70% and do not inhibit HCT-8 growth by more than 40% are picked for dose response testing. Readout High-content imaging; normalized to neutral control minus inhibitor. Detection Method high-content imaging; nitazoxanide and floxuridine are used as positive controls, and dmso is the neutral control. spot counts are normalized by neutral controls minus inhibitors. Detection Reagents FITC 485/521 Components C. hominis (TU502); HCT-8 cells; Detection reagent Drug Concetration 2  Ã‚ÂµM	gpt-3.5-turbo	['High-content imaging', 'High-throughput screen', 'Dose-response testing', 'Passaging', 'Incubation', 'Compound transfer', 'Dispensing', 'Fixation', 'Permeabilization', 'Blocking', 'Staining', 'Washing', 'Sealing', 'Imaging', 'SpotDetector algorithm']
ReframeDB_A00529	Calu-3 SARS-CoV-2 HCI_Cell Count	High-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This readout looks at the total number of cells 48hrs post-infection, identifying both compounds that increase the number of cells indicating antiviral activity and protection from virus-induced cell death, as well as compounds that reduce the number of cells, an indication of cytotoxicity. Purpose 384w high-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This assay has two major readouts.  The first looks at the number of SARS-CoV-2 positive cells (Assay A00527).  This readout looks at the total number of cells 48hrs post-infection identifying both compounds that increase the number of cells indicating antiviral activity and protection from virus-induced cell death, as well as compounds that reduce the number of cells, an indication of cytotoxicity. Protocol Calu-3 cells are seeded in 384-well plates pre-spotted with compound and allowed to settle for at least 1hr before infection with SARS-CoV-2 at an MOI between 0.75 and 1.  48hrs later the cells are fixed with 4% paraformaldehyde and stained with patient antisera followed by DAPI and an Alexafluor488-labeled goat anti-human secondary antibody.  The plates are imaged on the ImageXpress Micro Confocal High-Content Imaging System (Molecular Devices) and the percent CoV-2 positive cells as well as total cells determined.  The positive control is remdesivir and the neutral control DMSO. Readout High content-imaging fluorescent readout, Total Cell count, Normalized to stimulators minus neutral control or compounds Detection Method high-content imaging; 48hrs post-infection the calu-3 cells are fixed and stained with human sars cov-2 polyclonal antisera followed by a goat anti-human h+l conjugated alexa-488 secondary antibody and dapi nuclear stain.  plates are imaged using the imagexpress micro confocal high-content imaging system (molecular devices) with a 10× objective, with 4 fields imaged per well. images are analyzed using the multi-wavelength cell scoring application module (metaxpress), with dapi staining identifying the host-cell nuclei (the total number of cells in the images) and the sars-cov-2 immunofluorescence signal leading to identification of infected cells.  remdesivir is used as the positive control and dmso as the neutral control.   Detection Reagents Human SARS CoV-2 polyclonal antisera followed by a goat anti-human H+L conjugated Alexa-488 secondary antibody and  DAPI nuclear stain Components Human airway epithelial Calu-3 cell line, SARS-CoV-2 (strain USA-WA1/2020 propagated in Vero E6 cells) Drug Concetration 7.5nL for 30uL assay volume to give a final concentration of 2.5 Ã‚ÂµM	gpt-3.5-turbo	['High-content imaging', 'Assay development', 'Cell counting', 'Cell line culture', 'Infection', 'Fixation', 'Staining', 'Imaging', 'Analysis', 'Compound screening', 'Drug concentration detection']
