	name	dup_counts
23098	Figure 6C, unshake GNRs	2
23111	"Figure reproduction for ""Accelerating small angle scattering experiments on anisotropic samples using kernel density estimation"""	2
23119	"Figures, plotting scripts, and data for ""Resolving non-uniform temperature distributions with single-beam absorption spectroscopy. Part I: Theoretical capabilities and limitations"""	2
23133	"Final dataset used in our paper ""Phenological shifts alter the seasonal structure of pollinator assemblages in Europe"""	2
23148	Finnish results from the monitoring of pesticide residues in food	3
23151	Fire detection - 360-degree Dataset	2
23167	First report of electron measurements during a Europa footprint tail crossing	2
23216	Floristic survey of vascular plants of a poorly known area in the Brazilian Atlantic Forest (Flona do Rio Preto, Espírito Santo)	2
23219	Flow behaviour of magnetic steel powder	3
23227	Flower surface wax chemicals in green gram help to stimulate oviposition in Spilosoma obliqua Walker (Lepidoptera: Arctiidae) within short distances	2
23266	Food choice in the nematode Caenorhabtidis elegans	2
23298	Forest deadwood in Europe	2
23306	Forests_Manuscript	2
23334	Four-year blip emissions changes due to COVID-19: modified SSP2-4.5 to account for sector activity level	2
23345	Fracturing and coloring of cremated bones from a Neolithic mortuary house at Bollbacken, Sweden	2
23375	French results from the monitoring of pesticide residues in food	2
23462	Functional characterization of 3D-protein structures informed by human genetic diversity - data	3
23491	G-quadruplex in the gene of the large subunit of plant RNA polymerase II: billion years old story	2
23516	GDML (QCArchive View Formatted)	2
23518	GDSC1	6
23520	GDSC2	6
23525	GEDII Wearable Sensors Dataset of 8 Research Teams	2
23528	GEMINI3D: 2-D test data	5
23530	GENEA Challenge 2020 submitted BVH files	2
23567	GMRT radiometric data of Venus observation campaign conducted during 2004	2
23579	GPP at FLUXNET Tier 1 sites from P-model	2
23597	GRAY	7
23602	GRDM	2
23618	GRIST-QUVR-Mesh	2
23637	GULUSTAN BLACK SEA SCIENTIFIC JOURNAL OF ACADEMIC RESEARCH	15
23639	GVDB merged files	2
23659	Galaxy history for the ToolFactory in Planemo.	2
23679	Gap-filling Satellite Land Surface Temperature Over Heatwave Periods with Machine Learning	2
23686	Garment depth images - Personal Robotics Lab	2
23698	Gauge structure of the Einstein field equations in Bondi-like coordinates: convergence tests data	3
23704	Gemini 3D test data	4
23707	GenISW: Simulated Integrated Sachs-Wolfe Maps	2
23708	GenTORE_WP1_survey_data	2
23714	Gene Ontology Data Archive	6
23715	Gene Ontology Data Reference	16
23773	Genetic basis of offspring number and body weight in Drosophila melanogaster	2
23920	Geographic distribution of 24 Mediterranean and European forest tree species	3
23945	Geopackage of data for Historical Archaeology and JOAD article	2
23958	Geospatial Modelling of Australia's National Electricity Market - Dataset	2
23964	Geothermal Structure of Volgo–Uralia Revealed by Bayesian Inversion [dataset]	2
24006	Global Biotic Interactions: Elton Dataset Cache	2
24010	Global Biotic Interactions: Taxon Graph	2
24011	Global Biotic Interactions: Taxon Graph Patches	2
24012	Global CO2 emissions from cement production	3
24024	Global Habitat Suitability for Framework-Forming Cold-Water Corals - Environmental Data	2
24059	Global demand data for PyPSA-Earth: An Open Optimisation Model of the Earth Energy System.	2
24104	Gold standard corpus, ontologies, and Entity-Quality ontology annotations for evolutionary phenotypes	2
24115	Google Play Store Data	2
24116	Google Scholar search record using GSscraper app: 2022-04-16	2
24162	Grammatical category and the neural processing of phrases - EEG data	2
24171	Graphic Novel Character Networks and Statistics	2
24188	Greek results from the monitoring of pesticide residues in food	2
24212	Ground Truth for DCASE 2020 Challenge Task 2 Evaluation Dataset	2
24214	Ground ruptures and primary faults following normal faulting earthquakes	2
24253	Gulustan-Black Sea Scientific Journal of Academic Research	7
24264	H&E, TTF1, immunofluorescence staining and Digital Spatial Profiling of histologically heterogeneous lung adenocarcinoma FFPE sections.	2
24279	HCC Tumor	2
24302	HEART - Bagnolo in Piano monitoring dataset, Reggio Emilia – Italy	2
24320	HISTORY OF ONYCHOPHOROLOGY, 1826-2020	2
24327	HOIP-ensembles-Kausas-et-al	2
24338	HTR  - Araucania - XIX manuscript	3
24395	Hamster Vaping Manuscript Supplement	2
24398	Hands-on: How to add a service demand in MUSE	2
24405	Harbert_Lab_SURE2021	4
24443	Hasil Crawling Produk Kursi IKEA	2
24467	Heart failure multi-modality data	6
24468	Heart failure strain database	3
24543	Hiding_behind_machines	2
24545	HidroData	2
24588	High-Spatiotemporal Resolution Observations of Jupiter Lightning-Induced Radio Pulses Associated With Sferics and Thunderstorms	2
24684	Homozygosity mapping reveals population history and trait architecture in self- incompatible pear (Pyrus spp.)	2
24688	HongmingTang060313/FR-DEEP: FR-DEEP 2.0	2
24723	How Should Snowball Earth Deglaciation Start	2
24735	How does forest conversion and fragmentation affect ant communities and the ecosystem processes that they mediate?	2
24758	Hui o ka Wai Ola Water Quality Data	5
24770	Human Cyclin-dependent kinase 12 (CDK12), kinase domain; A Target Enabling Package	2
24771	Human DNA Cross-Link Repair 1A (DCLRE1A. SNM1A); A Target Enabling Package	2
24772	Human Dolichyl-Phosphate Alpha-N-Acetyl glucosaminyl transferase (DPAGT1); A Target Enabling Package	2
24776	Human Hydroxyacid Oxidase (HAO1); A Target Enabling Package	3
24782	Human Pleckstrin Homology domain Interacting Protein (PHIP); A Target Enabling Package	3
24783	Human Poly (ADP-ribose) Polymerase Family Member 14 (PARP14); A Target Enabling Package	2
24786	Human SET domain bifurcated 1 (SETDB1), Tudor domain; A Target Enabling Package	3
24789	Human TWIK-related  Acid-Sensitive K+  Channel 1 (TASK1): A Target Enabling Package	3
24790	Human With No Lysine Kinase 3 (WNK3); A Target Enabling Package	2
24791	Human alpha-aminoadipic semialdehyde synthase (AASS); A Target Enabling Package	3
24812	Hungarian results from the monitoring of pesticide residues in food	2
24831	HySN Data set	2
24834	Hybrid Approaches to Detect Comments Violating Macro Norms on Reddit	2
24908	ICB_Kim	2
24910	ICB_Liu	2
24912	ICB_Miao1	2
24913	ICB_Shiuan	3
24918	ICECAP-2 consortium bed elevation model for Princess Elizabeth Land, East Antarctica	2
24932	IDSL.UFA comparison for Orbitrap and QTOF instruments	2
24935	ID_Mapping	2
24959	IHC	2
24960	III	2
24962	IJOC 2021 Supplementary Data	2
24970	IL-6 and TNF-α salivary levels according to the periodontal status in pregnant Portuguese women	2
24994	IN00100 Gwalior Inscription of Mihirakula	2
25028	IN01050 No.4: Plate IV Talagunda Inscription of Santivarman	2
25029	IN01054 No.17: Plate XVII Halsi Plates of Ravivarman, Year 11	2
25213	IO Islamic 2636. Tawârîkh-i- Ḥaidarî, A Detailed History of Ḥaidar 'Alîkhân	2
25466	IPS-MP Benchmarks	2
25526	Identifier Refinery Conversion Matrixes	2
25546	Ideophonic echo-words and prosaic dvandva compounds in Korean and Japanese	2
25563	Illumina short read DNA-seq of Solanum habrochaites PI127826 and LA1777 DNA	3
25676	Implementation of Genomic Variant Calling Using GATK4, SPARK, WDL, CROMWELL and DOCKER Over Simulated Ebola NGS Dataset.	3
25698	Improve your Galaxy text life: The Query Tabular Tool	2
25699	Improved Italian - Rainfall Extreme Dataset (I2-RED)	2
25717	Improving safe motherhood and neonatal care in urban slums of Bangladesh	2
25734	In silico voltage-sensitive dye imaging reveals the emergent dynamics of cortical populations: figure data	3
25736	In situ temperature and brGDGTs measurements in soils from the Tropical Andes of Colombia and a tropical soil brGDGT compilation dataset	2
25767	InSAR Stack of the 2008 Wells, Nevada earthquake from Envisat	2
25786	Inconsistent Responses of Transpiration of Different Canopy Layers to Simulated Canopy and Understory N Depositions in a Low-subtropical Evergreen Broadleaf Forest	2
25789	Increase of High Molecular Weight Organosulfate with Intensifying Urban Air Pollution in the Megacity Beijing	2
25793	Increased importance of terrestrial vertebrate seed dispersal in tropical logged forests	2
25796	Increased sCD163 and sCD14 plasmatic levels and depletion of peripheral blood pro-inflammatory monocytes, myeloid and plasmacytoid dendritic cells in patients with severe COVID-19 pneumonia	2
25836	Individual haplotyping of whale sharks from seawater environmental DNA	2
25852	Inductioncooker1000W_spectra_9kHz_V1.csv	2
25853	Industrial sites	3
25881	Influence of Paleolithic Range Contraction, Admixture and Long-Distance Dispersal on Genetic Gradients of Modern Humans in Asia	2
25903	Información sobre tenistas femeninas número uno en el ranking WTA	2
25905	Information Needs in Contemporary Code Review - Appendix	2
25932	Injections of newly formed biogenic particles in the Himalayan free troposphere	3
25954	"Input data and analyzed data of ""Topology of synaptic connectivity constrains neuronal stimulus representation (...)"""	3
25959	Input data for OpenDiHu simulations	2
25973	"Input files for ""High Conformational Flexibility of the E2F1/DP1/DNA complex"""	3
25980	Input template for CASoft	2
26009	Inspector Javert's Xref Database	3
26029	Instrument response files for seismic stations in South Korea (accelerometer)	2
26060	Intensivkapazitäten und COVID-19-Intensivbettenbelegung in Deutschland	3
26077	Interaction data for the Axelrod Python Project	4
26138	Interpolated maps of bird density and flight vector over Europe	2
26251	Irish results from the monitoring of pesticide residues in food	3
26341	Isopret data files	2
26360	Italian results from the monitoring of pesticide residues in food	2
26368	J. Shao et al., Fuel 225 (2018) 370–380	3
26426	JTeC: A Large Collection of Java Test Classes forTest Code Analysis and Processing	2
26516	JUCTIM basic dataset	2
26520	Jachtterreinen	2
26525	Japanese FAQ dataset for e-learning system	2
26548	Jingju a cappella singing dataset part1	2
26554	Job workload data and transaction logs for the eBlocBroker	2
26675	KeySearchWiki	2
26705	Klosterfrauenkorpus: Ein annotiertes Korpus zum Sprachgebrauch süddeutscher Klosterfrauen des17. Jahrhunderts	2
26779	LC-MS/MS data of pharmaceutical compounds	2
26782	LCL problems	2
26793	LG-covid19-HOTP: Literature Graph of Scholarly Articles Relevant to COVID-19 Study	5
26936	Lagrangian statistics in turbulent channel flow	2
26942	LakeSST: Lake Skin Surface Temperatures in French inland water bodies	2
26944	Lamb circulation types for the northern hemisphere derived from historical CMIP simulations and reanalysis data	2
27039	Last Interglacial Sea Levels within the Gulf of Mexico and northwestern Caribbean Sea	2
27041	Last Interglacial sea-level proxies in the Western Atlantic and Southwestern Caribbean, from Brazil to Honduras	2
27072	Le et al. Cardiac mitochondrial proteomics raw data	2
27092	Learning Rich Representation of Keyphrases from Text	2
27112	LeiKo	3
27122	Lepidopteran Biodiversity of Ethiopia: current knowledge and future perspectives	2
27129	LetterSampo CKCC data publication	2
27130	Lettres Originales de Jean XXII (LOJ22)	2
27150	Lexis and tradition: variation in the vocabulary of Sanskrit Mahāyāna literature - datasets	2
27160	Lietuvos Respublikos Seimo posėdžių debatų stenogramų tekstynas nuo 1990 m. kovo mėn. 10 d. = Corpus of the Transcripts of the Plenary Debates of the Seimas of the Republic of Lithuania starting from March 10th, 1990	6
27168	Life table output example.	2
27224	Linked COVID-19 Data: Johns Hopkins University (JHU) and European Centre for Disease Prevention and Control (ECDC)	7
27225	Linked COVID-19 Data: Ontology	2
27227	Linked COVID-19 Data: Robert Koch-Institut (RKI)	3
27235	Linking potential greenhouse gas and NO fluxes to soil microbial communities in incubation experiments with soil from the SAFE landscape	2
27242	Lipid17ecc POPC:POPG 4:1 bilayer simulation in 1 M CaCl2 solution and Na+ counter ions	2
27249	List Anime Scrapped from riie.net per February 18, 2020	2
27265	List of studies on Covid-19 identified in MedRxiv and excluded from our systematic review	4
27285	Lithuanian results from the monitoring of pesticide residues in food	3
27291	Living organisms and sedimentary remains from high mountain lakes in the Alps collected in Summer 2000	2
27296	Livorno, Highway pilot, one automated and connected car and one connected car	2
27351	Local Z Projector example dataset and parameters 01	2
27357	Local body-wave attenuation dataset and models for VoiLA experiment	2
27383	LogP datasets	2
27395	Long QT syndrome ECG analysis	2
27397	Long Timescale X-ray Variability of BAL and mini-BAL quasars	2
27398	Long read proteogenomics codeathon	8
27405	Long-Term Tracing of Indoor Solar Harvesting	2
27473	Lower complexity of motor primitives ensures robust control of high-speed human locomotion	2
27477	Lume's journal articles relationships	2
27481	Luxembourg results from the monitoring of pesticide residues in food	2
27492	M. tuberculosis bioinformatics training data	4
27500	M4 Monthly Dataset	2
27514	MADFORWATER: WP2: Adaptation of wastewater treatment technologies for agricultural reuse: Task2.4: Industrial wastewater treatment: Treatment of different types of wastewater by means of innovative resins: Subset3	2
27526	MAJA look-up tables for Sentinel-2 A&B, Venus and Landsat-8 sensors, for default continental model	3
27537	MAPM Campaign PM Data	4
27590	MD simulation trajectory and related files for POPC bilayer (Berger model delivered by Tieleman, Gromacs 4.5)	2
27596	MD simulation trajectory and related files for POPC/cholesterol (34 mol%) bilayer (Berger model delivered by Tieleman, modified Höltje, Gromacs 4.5)	2
27637	MESINESP2 Corpora: Annotated data for medical semantic indexing in Spanish	2
27651	MH-crR	2
27657	MH_WATERLAND - Western marsh harriers (Circus aeruginosus, Accipitridae) breeding near the Belgium-Netherlands border	2
27659	MICCAI 2016 challenge dataset demographics data	2
27695	MONITORING AND MODELING OF HYDROLOGICAL PROCESSES IN THE SEMIARID REGION OF BRAZIL: THE CARIRI EXPERIMENTAL BASINS	2
27702	MOVECARE Monitoring Dataset	3
27703	MOXC3 data products	2
27722	MPAS-Albany Land Ice model simulations of Humboldt Glacier, North Greenland, from 2007–2100	2
27745	MSR Licenses	2
27941	MT1444 egl-2(n693)V | 2010-09-17T15:47:42+01:00	2
28148	MT9668 mod-1(ok103)V | 2009-12-17T15:32:00+00:00	2
28176	Macapype validation, ucdavis_subject/sinai_subject.	2
28194	Machine-learning-long-term-wind-power-time-series	2
28199	Macrofossils in sediments from Genggahai Lake on the Tibetan Plateau	2
28214	Magnaporthe oryzae polyadenylation sites for wild-type and delta-rbp35 mutant	4
28217	Magnetic Field Boundaries in Cassini Plasma Spectrometer Data	2
28218	Magnetic Proxy for Solar Activity	2
28230	Magnetic Soft Robotic Bladder for Assisted Urination.	2
28297	Manually mapped traces from UAV-acquired images of Loviisa shoreline outcrops	2
28326	Mapping GPIIb/IIIa on murine blood platelets with expansion microscopy	2
28348	MarTREC Data Set for Report: Developing and Applying an Analysis Methodology to Identify Flow Generation Influences between Vessel and Truck Shipments	2
28349	MarTREC Data Set for Report: Large Scale Evaluation of Erosion Resistance of Biocementation against Bridge Scour and Roadway Shoulder Erosion	2
28356	Marine Oak thermochemolysis data	2
28374	Martian Dust Storms and Gravity Waves: Disentangling Water Transport to the Upper Atmosphere	2
28379	Marxan and Marxan with Zones input datasets for Multi-objective zoning for aquaculture and biodiversity in Emilia-Romagna Region	2
28401	Mast-borne spectral reflectance measurements of boreal landscape during spring	3
28417	Material complementario - Fichas estratigrafía	3
28442	Mathematics Education for Young Children in Japan: An Ethnographic Study	2
28500	Measurements of atmospheric radioactivity dose rates over the North Pacific after the Fukushima Daiichi nuclear power plant accident during the period March 2011 - March 2015	2
28503	Measurements of oxygen to argon molar ratios at Station ALOHA	2
28515	Mechanical characterisation of the developing cell wall layers of tension wood fibres by Atomic Force Microscopy	2
28544	Mediterannean Sea-Temperature and Salinity Annual Climatology	2
28550	Medley-solos-DB: a cross-collection dataset for musical instrument recognition	2
28551	MedleyDB - Melody Subset	2
28562	Melt Focusing Along Permeability Barriers at Subduction Zones and the Location of Volcanic Arcs: Numerical models	2
28567	Melting of 2D molecular crystals	2
28576	Memos of Coding - Factors Influencing the Software Development Productivity	3
28598	MeshRIR: Dataset of Room Impulse Responses on Meshed Grid Points	2
28605	Mesquita et al 2020	2
28616	MetaCOXI: An integrated collection of metazoan cytochrome oxidase subunit-I DNA sequences	2
28658	Metadata: A validation standard for Area of Habitat maps for terrestrial birds and mammals	2
28703	Metop-B direct readout data and products from SMHI, Norrköping, Sweden, March 10th, 2020	2
28706	Metrics of Social Curiosity: The WhatsApp Case	2
28707	Mevalonate kinase mutations	2
28775	Microscope Image Analysis Course Sept 2109 -- Images siRNA Screen	2
28806	MinION 1D² Reads From Mus musculus GL261 Cell Lines	2
28833	Missing Citations in COCI: Publishers Analytics Result	2
28843	Mitochondrial DNA (mtDNA) Data	2
28853	Mixe-Zoquean Voices Media Files	2
28865	Mno_observations_2003-2016_Derville.et.al_Fidding the right fit	2
28866	MoMA Collection - Automatic Monthly Update	16
28906	Model inputs and results from FastScape landscape evolution model runs for southern Africa	2
28913	Model output in the LS and SCS	2
28921	"Model outputs to ""Langtang Ice Cliff Modelling Study"""	2
28928	Model sensitivity runs for Southern Ocean studies	2
28936	Model-Based Evaluation of Signal Processing Algorithms for the Detection of Rub in Aeroderivative Gas Turbines with Accelerometers on Casing	2
28937	Model-Based Evaluation of the Continuous Wavelet Transform for Detection of Rub in Aeroderivative Gas Turbines with Accelerometers	2
28939	Model-based Trajectory Inference for Single-Cell RNA Sequencing Using Deep Learning with a Mixture Prior	2
28953	Modeling of a New Streamer-Electron Acceleration Mechanism	2
28964	Modelling Human-Centric Aspects of End-Users with iStar - dataset	3
28965	Modelling data in the South China Sea	2
28979	"Models and Predictions for ""The Proper Care and Feeding of CAMELS: How Limited Training Data Affects Streamflow Prediction"""	2
28982	Models of Dust Scattered Radiation in the Milky Way	2
28995	Modular control of human movement during running: an open access data set	2
28996	Modular organization of the murine locomotor pattern in the presence and absence of sensory feedback from muscle spindles	2
29099	Monte-Carlo simulation of dike stability based on a coupled steady-state hydro-stability model	2
29107	Monthly Samples of German Tweets	5
29117	Monthly total freeboard and snow depth over Arctic sea ice from AMSR-E&2 and AVHRR measurements (2003-2020)	2
29118	Monthly values of absolutely measured geomagnetic components (D, I, H, Z, F) of Coimbra observatory in the period1866-2015	2
29160	Motion Tracking Data - Pro-supination Forearm	2
29202	Multi-label Pathway Prediction based on Active Dataset Subsampling	2
29287	Multivariate time series for testing -- RacketSports dataset	2
29306	Muskox body temperature and activity data	4
29319	My Twitter data export	2
29368	N2 Schafer Lab N2 (Bristol, UK) | 2009-08-19T11:26:00+01:00	2
29572	N2 Schafer Lab N2 (Bristol, UK) | 2010-09-17T11:15:00+01:00	2
29789	N2 Schafer Lab N2 (Bristol, UK) | 2012-02-10T09:36:00+00:00	2
29935	NAME:Endosperm preferentially expressed genes highlight unique activities in the wheat filling endosperm	2
29989	NEMO Reference configurations inputs	3
30249	NSLS-II TES virtual beamline example for Sirepo SRW & Shadow interfaces	2
30257	NUS Republican China Weather Database	2
30258	NUclear Receptor Activity (NURA) dataset	2
30376	Natural Lake Database in China in 2015 (NLD_China2015)	2
30381	Natural history specimens collected and/or identified and deposited.	146
30398	Near-optimal robust bilevel linear instances	2
30408	Need for Explanations - Survey - Online Material	3
30432	Nepal landslide dataset for semantic segmentation	2
30456	NetzaDelgado/migrantes: Data_Migrantes	2
30463	Neural Networks for Structure-Informed Prediction of Formation Energy (employed in SIPFENN)	2
30469	Neural priming of adipose-derived stem cells by cell-imprinted substrates	2
30470	Neural representation of threat features and behavior in a human approach-avoidance conflict anxiety task: Unthresholded SPM activation maps	2
30581	Node connectivity measurements for Hetionet v1.0 metapaths	2
30651	Norwegian results from the monitoring of pesticide residues in food	2
30662	Nova outburst	2
30686	Number of cases of coronavirus disease (COVID-19) in Ireland	2
30687	Number of diagnoses with coronavirus disease (COVID-19) in The Netherlands	2
30722	OCL Answers	3
30841	OERhörnchen Suchbegriffe Dezember 2017	2
30856	OKI2018_I69 assembly and annotation of the genome of an individual Oikopleura dioica from Okinawa	2
30861	OMOP2OBO Drug Exposure Ingredient Mappings	2
30862	OMOP2OBO Measurement Mappings	2
30881	ORKG-TDM Dataset	2
30884	OSFPD	2
31586	Observational studies on preventive measures and treatments for Covid-19	5
31617	Occurrence of blood feeding terrestrial leeches in a degraded forest ecosystem	2
31647	Offshore wind competitiveness in mature markets without subsidy - Supplementary Data	2
31671	On farm field experiments testing TOMRES rootstocks under water stress	2
31672	On the (Un-)Adoption of JavaScript Front-end Frameworks	2
31731	Online Companion - A Distributionally Robust Framework for Improving the Provision of Passive Balancing Services	2
31741	Only Time Will Tell	2
31759	Ooh Na Na	3
31760	Ooh Na Na Alternative Identifiers	3
31763	Ooh Na Na Relations	2
31765	Ooh Na Na Synonyms	3
31769	Open Access levels of Dutch universities' output 2016-2017 (articles & reviews): green, gold, hybrid and bronze - May 2018	2
31798	OpenAIRE Covid-19 publications, datasets, software and projects metadata.	2
31800	OpenAIRE LOD Dump	3
31839	Optimization of Slipids Force Field Parameters Describing Headgroups of Phospholipids	4
31862	OrchideaSOL: an audio dataset of isolated musical notes, including mutes and extended playing techniques	2
31930	Output Data: gcam_v5p3_seasia	2
31998	PAN20 Authorship Analysis: Celebrity Profiling	2
32001	PARADE: Passage Representation Aggregation for Document Reranking	2
32019	PDBQT v1.0.0	2
32025	PECEM student satisfaction paper dataset	2
32033	PERFORM Dataset; one control subject	4
32036	PESO: Prostate Epithelium Segmentation on H&E-stained prostatectomy whole slide images	2
32071	PLOS ONE Submission Dataset	2
32075	PMDB: a relational database for PubMed	4
32077	POLYMOD social contact data	2
32174	PROLIFIC_790157_IRIS_WP2_MAE_protein	2
32184	PS312 P. pacificus Wild Isolate | 2011-05-13T12:44:00+01:00	2
32247	PUDL Raw FERC Form 714	2
32267	Paired refinement under control of PAIREF - examples	2
32288	Pan-Cancer chromatin analysis of the human vtRNA genes - Supplementary Tables	2
32289	Pan-cancer Aberrant Pathway Activity Analysis (PAPAA)	2
32329	Parameters for PITRI Precipitation Temporal Disaggregation over continental US, Mexico, and southern Canada, 1981-2013	2
32358	Particle Trace of a Milky Way Mass Galaxy from the EAGLE simulations	2
32508	Pergola: boosting visualization and analysis of longitudinal data by unlocking genomic analysis tools - D. melanogaster behavior dataset obtained with JAABA	2
32510	Perio Port Data	2
32552	PhD	3
32553	PhD Student	2
32561	PhD_Study1_CallawayReplication_Original_EEGDataset	2
32565	Pharmaceutical advertising and the consumption of over the counter (OTC) medicines in users of the Superfar drugstore in Barrios Altos - Cercado de Lima, 2022.	2
32601	Phenological time lapse images from canopy camera MC100 in Tammela Spruce stand	2
32603	Phenological time lapse images from canopy camera MC113 in Suonenjoki Pine stand	3
32605	Phenological time lapse images from canopy camera MC119 in Värriö Pine stand	2
32607	Phenological time lapse images from crown camera MC106 in Hyytiälä Pine stand	2
32609	Phenological time lapse images from crown camera MC120 in Värriö Pine stand	2
32611	Phenological time lapse images from crown camera MC122 in Lammi Birch stand	2
32614	Phenological time lapse images from ground camera MC107 in Hyytiälä Pine stand	2
32616	Phenological time lapse images from ground camera MC121 in Värriö Pine stand	2
32618	Phenological time lapse images from ground camera MC128 in Kaamanen Peatland	2
32619	Phenological time lapse images from ground camera MC129 in Lompolojänkkä Peatland	2
32620	Phenological time lapse images from landscape camera MC105 in Punkaharju Spruce stand	2
32622	Phenological time lapse images from landscape camera MC125 in Lammi Mixed stand	3
32623	Phenological time lapse images from landscape camera MC130 in Tvärminne Archipelago shore	2
32643	Phenotypic landscape of schizophrenia-associated genes defines candidates and their shared functions - behavior data	2
32723	Phylogenetic comparative methods are problematic when applied to gene trees with speciation and duplication nodes: correcting for biases in testing the ortholog conjecture	2
32770	Physico-chemical and morphometric data from the Stage de Limnologie at at the Station de Biologie des Laurentides (SBL), Université de Montréal	2
32827	Pisa Database 2000	2
32849	"Planilha desenvolvida para o artigo intitulado ""APLICAÇÃO DA MICROMEDIÇÃO PARA RACIONALIZAÇÃO DO USO DA ÁGUA EM CAMPUS UNAPLICAÇÃO DA MICROMEDIÇÃO PARA RACIONALIZAÇÃO DO USO DA ÁGUA EM CAMPUS UNIVERSITÁRIOIVERSITÁRIO"""	2
32871	Plant species as the bear cuscus diet based on information from local guides	2
32886	Plasmodium bromodomain PfBDP4; A Target Enabling Package	3
32909	Plot Data: Analysis of thin liquid films driven by SAW	2
32947	Policy Verification Using Metagraphs	2
32957	Polish results from the monitoring of pesticide residues in food	4
32990	Population Matched Transcriptome Prediction Increases TWAS Discovery and Replication Rate	2
33027	Portuguese results from the monitoring of pesticide residues in food	3
33062	Potential and realized distribution at 30m for Norway spruce (Picea abies) in Europe for 2000 - 2020	2
33385	Pre-Processed Power Grid Frequency Time Series	3
33393	Pre-rendered training and testing dataset for the paper Deep Convolutional Reconstruction for Gradient-Domain Rendering	2
33441	Predicting Drug Synergy through Drug-Associated Pathways Using Deep Learning	2
33511	Preprocessing scripts and data for study: Identifying high-confidence capture Hi-C interactions using CHiCANE	2
33526	Press, Temperature and Humidity March 2013	2
33578	Prioritization of cell types responsive to biological perturbations in single-cell data with Augur	2
33591	Probabilistic Machine Learning Estimation of Ocean Mixed Layer Depth from Dense Satellite and Sparse In-Situ Observations: Preprocessed Satellite and In-situ observation datasets	2
33597	Probing Rényi Entanglement Entropies via Randomized Measurements	2
33608	Proceeding of The International Research Education & Training Centre.	2
33621	"Processed and additional data for our publication titled ""Endoplasmic reticulum stress activates human IRE1α through reversible assembly of inactive dimers into small oligomers"""	2
33628	Processed data for the sRNA landscape chapter	2
33652	Professor	2
33685	Promotion of sleep health in police officers	2
33697	Prosopographia Memphitica	2
33698	Prosopographical Database of Yahudu and Its Surroundings	3
33699	Prosopographical database of Île-de-France nobility	2
33715	Proteins and chemicals mentioned in COVID-19 clinical trials	3
33727	Protocols for RCTs on preventive measures and treatments for Covid-19	3
33745	Proxy SWOT Discharge Estimates derived from WRF-Hydro in Alaska for Parameter Estimation	2
33754	PsPM-FSS6B: SCR and PSR measurements in a delay fear conditioning task with somatosensory CS and electrical US	3
33764	PsPM-VC7B: SCR and PSR measurements in a delay fear conditioning task with visual CS and electrical US.	2
33790	Ptolemy's catalogue of localities of the Iberian peninsula	2
33814	Pulse Wave Database (PWDB): Baseline subjects aged 25 to 75	2
33828	Pure POPC Membrane with 450mM CaCl2 simulations using Drude Polarizable Force Field and OpenMM	3
33829	Pure POPC Membrane with 450mM NaCl simulations using Drude Polarizable Force Field and OpenMM	2
33831	Pure POPC Membrane with 650mM NaCl simulations using Drude Polarizable Force Field and OpenMM	3
33850	PyMedPhys Docs	3
33855	Py_ex-GL_domain_datas	2
34060	QM7b-T (QCArchive View Formatted)	2
34133	Quantifying influences on intragenomic mutation rate: data files	2
34134	Quantifying monolayer cell migration sample dataset	2
34150	Quantitative Trait Loci of Solanaceae species	2
34151	Quantitative Virus-Plane electrostatics	2
34159	Quantitative data on expression of eve, gt and hb in early Drosophila embryo	2
34178	Quasi-periodic Gaussian process rotation period posterior samples for 1132 Kepler objects of interest.	2
34187	Quenching of star formation from a lack of inflowing gas to galaxies	2
34201	R Files_ Data for 'INTRODUCTION TO STATISTICS USING R'	2
34217	R-R HRV data from Biofeedback on 100 patients	3
34220	R-data-independent	2
34224	R2D Tool Example E10SiteResponse	2
34225	R2D Tool Example E1BasicHAZUS	4
34226	R2D Tool Example E2MDOFBuildingResponse	3
34227	R2D Tool Example E3PhysicsBasedGroundMotions	2
34228	R2D Tool Example E4OpenSeesPyFEM	2
34229	R2D Tool Example E5GroundShakingAndLiquefaction	5
34253	RARE: A Labeled Dataset for Cloud-Native Memory Anomalies	2
34254	RAW	9
34995	RCS-Image Dataset	2
35008	READ ABP Table datasets	2
35073	RNA-seq data from leaf trichomes, stem trichomes, bald stems and leaf primordiums from different tomato genetic backgrounds	3
35085	RNAseq2020	3
35097	ROR Data	2
35194	Random numbers	5
35309	Raw Diffraction Data of the Human Leukotriene B4 Receptor 1 in Complex with Antagonist MK-D-046	2
35334	"Raw and analyzed data to manuscript ""Artificially aged spruce and beech wood surfaces reactivated using FE-DBD atmospheric plasma"""	2
35485	"Raw experimental results fot the ""inconsistent labels"" paper"	2
35519	Re-deposit: Place Names in West Central District of Tainan	2
35570	Recent and local hyperdiversification of Central American rainforests	2
35577	Reciprocal F1 hybrids of two inbred mouse strains reveal parent-of-origin and perinatal diet effects on behavior and expression	4
35592	Reconfiguring motor circuits for a joint manual and BCI task	2
35597	Reconstructed remote sensing land surface temperature data in North America in 2002-2018	2
35668	Reflection Spectra Repository for Cool Giant Planets	3
35680	Regional GAM data tutorial	2
35686	Regional differences in hamstring muscle damage after a marathon	2
35707	Reintroduction of the European Bison (Bison bonasus) in Central-Eastern Europe: A case study	2
35739	Release Engineering Posts	2
