Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Release Policy,Short Attribution,Summary,Type,Genes,
Spliced Leader And Poly A Sites,2011-02-23_gus4,Apollo,Peter Myler,Seattle Biomedical Research Institute,"TriTrypDB rel. 1.0, 01-JAN-05",0,RNASeq,lmajFriedlin_sbri_myler_Spliced_Leader_rnaSeqSplicedLeaderAndPolyASites_RSRC,DS_8bc463a882,<i>Leishmania major</i> strain Friedlin<br>,N/A,N/A,Myler et al.,L. major RNA-Seq Spliced Leader And Poly A Sites from Myler.,transcript_expression,N/A,
<i>Trypanosoma cruzi</i> strain Ycl2 Genome Sequence,9/24/2018,N/A,Daniella Bartholomeu,"Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","TriTrypDB rel. 52, 2021-MAY-20",52,Genomes,tcruYcl2_primary_genome_RSRC,DS_8d1444e10c,<i>Trypanosoma cruzi</i> strain Ycl2<br>,30424726,N/A,Daniella Bartholomeu,Genome Sequence for <i>Trypanosoma cruzi</i> strain Ycl2,genome,N/A,
Comparative proteomics of bloodstream and procyclic forms - Quantitative (T.b. 427),1.0_gus4,Apollo,Michael Urbaniak,University of Dundee,"TriTrypDB rel. 5.0, 2013-MAY-31",18,Protein expression,tbruTREU927_quantitativeMassSpec_Urbaniak_CompProt_RSRC,DS_8e133ba94b,<i>Trypanosoma brucei</i> brucei TREU927<br>,22574199,N/A,Urbaniak et al.,Quantitative Comparison of <i>T. brucei</i> 427 procyclic and bloodstream form trypanosomes via SILAC proteomic analysis.,protein_expression,N/A,
<i>Trypanosoma cruzi</i> strain G Genome Sequence and Annotation,11/8/2018,N/A,Greg Buck,Virginia Commonwealth University,"TriTrypDB rel. 52, 2021-MAY-20",52,Genomes,tcruG_primary_genome_RSRC,DS_8f8cc536f5,<i>Trypanosoma cruzi</i> strain G<br>,30355302,N/A,Greg Buck,Genome Sequence and Annotation of <i>Trypanosoma cruzi</i> strain G,genome,13503,
Mitochondrial Methylarginine proteome (EATRO 164 Istar1),2/7/2014,Apollo,Laurie K. Read,"Department of Microbiology and Immunology, School of Medicine and Biomedical Sciences, University at Buffalo","TriTrypDB rel. 8.0, 2014-MAY-08",21,Protein expression,tbruTREU927_massSpec_Read_Mitochondrial_Argenine_Methylation_RSRC,DS_90dc58ff6f,<i>Trypanosoma brucei</i> brucei TREU927<br>,23152538,N/A,Fisk et al.,Mitochondrial Methylarginine proteome of <i>T. brucei</i> strain EATRO 164 Istar1,protein_expression,N/A,
Transcript alignment from GeneDB annotation,bld38,Apollo,GeneDB,"GeneDB, Wellcome Sanger Institute","TriTrypDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",linfJPCM5_GeneDBTranscripts_transcript_sequences_RSRC,DS_914509bb74,<i>Leishmania infantum</i> JPCM5<br>,N/A,N/A,GeneDB,Transcripts for L. infantum JPCM5 from GeneDB,aligned_sequence,N/A,
"Aligned genomic sequence reads - Sri Lanka Isolates, CL vs VL",7/2/2013,Apollo,Gowthaman Ramasamy,Seattle Biomedical Research Institute,"TriTrypDB rel. 25, 2015-JUL-23",25,Genetic variation,ldonBPK282A1_HTS_SNP_Zhang_Visceral_Leishmaniasis_RSRC,DS_9436654ff3,<i>Leishmania donovani</i> BPK282A1<br>,24992200,N/A,Gowthaman Ramasamy,"Whole genome resequencing data from Sri Lanka <i>Leishmania donovani</i> Isolates, CL vs VL were used to call SNPs 
      and determine CNV at the gene and chromosome level.",isolates,N/A,
<i>Porcisia hertigi</i> MCOE/PA/1965/C119 Genome Sequence and Annotation,4/15/2021,Apollo,Derek Gatherer,"Lancaster University, Lancaster, United Kingdom","TriTrypDB rel. 55, 2021-DEC-02",55,Genomes,pherMCOEPA1965C119_primary_genome_RSRC,DS_94621dca57,<i>Porcisia hertigi</i> MCOE/PA/1965/C119<br>,"34489462, 34647802",N/A,Derek Gatherer,Genome Sequence and Annotation of <i>Porcisia hertigi</i> MCOE/PA/1965/C119,genome,7891,
<i>Trypanosoma cruzi</i> Y C6 Genome Sequence and Annotation,8/26/2019,Apollo,Rick Tarleton,University of Georgia,"TriTrypDB rel. 52, 2021-MAY-20",46,Genomes,tcruYC6_primary_genome_RSRC,DS_9540582c52,<i>Trypanosoma cruzi</i> Y C6<br>,33508020,Please consult with the Principal Investigator before undertaking large scale analyses of this unpublished sequence or annotation.,Rick Tarleton,Genome sequence and annotation for <I>Trypanosoma cruzi</I> Y C6 genome sequence and annotation.,genome,17650,
<i>Trypanosoma congolense</i> Tc1/148 Genome Sequence,9/6/2017,N/A,Andrew Jackson,"Department of Infection Biology, Institute of Infection and Global Health, University of Liverpool","TriTrypDB rel. 64, 2023-JUL-12",64,Genomes,tconTc1_148_primary_genome_RSRC,DS_968c0a92de,<i>Trypanosoma congolense</i> Tc1/148<br>,30006414,N/A,Andrew Jackson,Genome Sequence of <i>Trypanosoma congolense</i> Tc1/148,genome,N/A,
High-throughput phenotyping using RNAi target sequencing,1.0_gus4,Apollo,David Horn,London School of Hygiene and Tropical Medicine,"TriTrypDB rel. 1.0, 01-JAN-05",0,Phenotype,tbruTREU927_RNAi_Horn_rnaSeq_RSRC,DS_98fb258539,<i>Trypanosoma brucei</i> brucei TREU927<br>,21363968,N/A,David Horn,High Throughput Phenotyping in <i>T. brucei</i> bloodstream form using RNAi target sequencing.,transcript_expression,N/A,
The Worldwide Protein Data Bank (wwPDB),3/15/2021,N/A,RCSB PDB,Rutgers and UCSD,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein Structure,PDBProteinSequences_RSRC,DS_9ab85137b0,<br>,"10592235, 14634627, 23023942",N/A,RCSB PDB,PDB proteins of known 3-dimensional structure,external_sequences,N/A,
MetaCyc Metabolic Pathway Database,2019.06.03,N/A,BioCyc Database Collection,N/A,"TriTrypDB rel. 1.0, 01-JAN-05",0,Metabolic pathways,Pathways_MetaCyc_RSRC,DS_9c4bcfb00e,<br>,26527732,N/A,BioCyc Database Collection,Metacyc is a curated database of experimentally elucidated metabolic pathways from all domains of life.,pathway,N/A,
<i>Trypanosoma rangeli</i> SC58 Genome Sequence and Annotation,10/30/2013,Apollo,Edmundo Carlos Grisard,Universidade Federal de Santa Catarina,"TriTrypDB rel. 9.0, 2015-JAN-14",23,Genomes,tranSC58_primary_genome_RSRC,DS_9d0531db8e,<i>Trypanosoma rangeli</i> SC58<br>,25233456,N/A,Edmundo Carlos Grisard,<i>Trypanosoma rangeli</i> SC58 Sequence and Annotation,genome,7475,
<i>Trypanosoma cruzi</i> strain Y Genome Sequence,10/3/2017,N/A,Nuria Girones,"Universidad Autónoma de Madrid, Cantoblanco, Madrid, Spain and Instituto Sanitario de Investigación Princesa","TriTrypDB rel. 52, 2021-MAY-20",43,Genomes,tcruY_primary_genome_RSRC,DS_9ddef8c95e,<i>Trypanosoma cruzi</i> strain Y<br>,30279473,N/A,Nuria Girones,Genomic Sequence of <i>Trypanosoma cruzi</i> Y.,genome,N/A,
T brucei in vitro-induced differentiation (2020),6/10/2020,Apollo,Alena Zíková,"Institute of Parasitology, Biology Centre, Czech Academy of Sciences","TriTrypDB rel. 62, 2023-MAR-09",62,RNASeq,tbruTREU927_Dolezelova_Tb927_differentiation_RNASeq_ebi_rnaSeq_RSRC,DS_9df2112fd9,<i>Trypanosoma brucei</i> brucei TREU927<br>,32520929,N/A,Doleželová et al. 2020,"Global changes to the transcriptome across the <i>in vitro</i> induced <i>T brucei</i> differentiation (RBP6 overexpression), determined by RNA-seq measurements and analyses.",transcript_expression,N/A,
Genomic diversity of 56 Trypanosoma congolense field isolates from 10 African countries,5/31/2017,Apollo,Frederik Van den Broeck,N/A,"TriTrypDB rel. 45, 2019-SEP-05",45,Genetic variation,tconIL3000_HTS_SNP_Tihon_African_Isolates_RSRC,DS_9fbe24e98a,<i>Trypanosoma congolense</i> IL3000<br>,28752916,N/A,Frederik Van den Broeck,Genomic diversity of 56 Trypanosoma congolense field isolates from 10 African countries,isolates,N/A,
Distribution of 5mC and 6mA in epimastigotes and trypomastigotes,6/20/2023,N/A,Florencia Díaz-Viraqué,"Institut Pasteur de Montevideo, Montevideo, Uruguay","TriTrypDB rel. 66, 2023-NOV-28",66,N/A,tcruDm28c2018_Robello_genomeDistribution_RSRC,DS_a086d06fe1,<i>Trypanosoma cruzi</i> Dm28c 2018<br>,37828247,N/A,Diaz-Viraque et al.,Genomic distribution of 5mC and 6mA in epimastigotes and cell-derived trypomastigotes.,N/A,N/A,
Transcriptome and Translatome of epimastigote and metacyclic stages (Esmo aligned),10/20/2014,Apollo,Pablo Smircich,"Universidad de la Republica, Uruguay","TriTrypDB rel. 34, 2017-SEP-07",34,RNASeq,tcruCLBrenerEsmeraldo-like_Smircich_ribosome_profiling_ebi_rnaSeq_RSRC,DS_a0a3c648be,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br>,26054634,N/A,Smircich et al.,"Transcriptome and Translatome of <i>T. cruzi</i> Dm28c strain
       mapped against <i>T. cruzi</i> CL Brener Esmeraldo like.",transcript_expression,N/A,
Aligned genomic sequence reads - strain TREU927,1/24/2011,Apollo,Matthew Berriman,"Wellcome Sanger Institute, UK","TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,tbruTREU927_HTS_SNP_Foth_HTS_SNPs_RSRC,DS_a1665c1735,<i>Trypanosoma brucei</i> brucei TREU927<br>,N/A,N/A,Matthew Berriman,High throughput sequencing SNP calls for strain TREU927 aligned to the <i>T. brucei</i> TREU927 reference,isolates,N/A,
T. brucei procyclic cell cycle peptides (clone 29.13.6),3/19/2018,Apollo,Michael A.J. Ferguson,"Wellcome Centre for Anti-Infectives Research, School of Life Sciences, University of Dundee","TriTrypDB rel. 39, 2018-AUG-30",39,Protein expression,tbruTREU927_massSpec_Procyclic_Cell_Cycle_Peptide_RSRC,DS_a318f71b03,<i>Trypanosoma brucei</i> brucei TREU927<br>,29555687,N/A,Crozier et al.,<i>T. brucei</i> procyclic cell cycle peptide sequences,protein_expression,N/A,
<i>Trypanosoma cruzi</i> Dm28c 2014 Genome Sequence and Annotation,11/13/2013,N/A,Edmundo Carlos Grisard,Universidade Federal de Santa Catarina,"TriTrypDB rel. 9.0, 2015-JAN-14",23,Genomes,tcruDm28c2014_primary_genome_RSRC,DS_a428584386,<i>Trypanosoma cruzi</i> Dm28c 2014<br>,24482508,N/A,Edmundo Carlos Grisard,<i>Trypanosoma cruzi</i> Dm28c Sequence and Annotation,genome,11398,
Transcriptome and Translatome of epimastigote and metacyclic stages (NonEsmo aligned),10/20/2014,N/A,Pablo Smircich,"Universidad de la Republica, Uruguay","TriTrypDB rel. 34, 2017-SEP-07",34,RNASeq,tcruCLBrenerNon-Esmeraldo-like_Smircich_ribosome_profiling_ebi_rnaSeq_RSRC,DS_a4b7e3e608,<i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br>,26054634,N/A,Smircich et al.,"Transcriptome and Translatome of <i>T. cruzi</i> Dm28c strain 
       mapped against <i>T. cruzi</i> CL Brener non-esmeraldo like.",transcript_expression,N/A,
mRNA profiles of induced DHH1 vs DEAD:DQAD mutant,1,Apollo,Mark Carrington,University of Cambridge,"TriTrypDB rel. 1.0, 2005-JAN-01",0,DNA Microarray Assay,tbruTREU927_microarrayExpression_E-MEXP-2026_DHH1_mutant_pLEW100_24H_RSRC,DS_a4dae129e9,<i>Trypanosoma brucei</i> brucei TREU927<br>,20124414,N/A,Kramer et al.,"Microarray analysis of <i>T. brucei</i> Lister 427 procyclics under two conditions: overexpressing wild type DHH1 or 
    expressing mutant DHH1.",transcript_expression,N/A,
The GenBank Non-Redundant Protein Sequence Database (NRDB),3/15/2021,N/A,NRDB,NCBI,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genomes and Annotation,NRDB_RSRC,DS_a7163a9f0d,<br>,N/A,N/A,NRDB,"The GenBank non-redundant protein sequence database (NRDB) is a component of the NCBI BLAST databases 
         and contains entries from GenPept, Swissprot, PIR, PDF, PDB and NCBI RefSeq.",external_sequences,N/A,
Metacyclic vs Procyclic form transcriptomes (2020),6/10/2020,Apollo,Alena Zíková,"Institute of Parasitology, Biology Centre, Czech Academy of Sciences","TriTrypDB rel. 62, 2023-MAR-09",62,RNASeq,tbruTREU927_Tbru927_Dolezelova_metacyc_vs_procyc_RNASeq_ebi_rnaSeq_RSRC,DS_a72b4c8650,<i>Trypanosoma brucei</i> brucei TREU927<br>,32520929,N/A,Doleželová et al. 2020,RNA sequence transcriptomes of <i>Trypanosoma brucei</i> metacyclics obtained using an <i>in vitro</i> system compared to the non-infectious procyclic trypanosomes.,transcript_expression,N/A,
OrthoMCL Ortholog Groups,6r21,N/A,David S. Roos,"Department of Biology, University of Pennsylvania","TriTrypDB rel. 1.0, 01-JAN-05",0,Orthology and synteny,OrthoMCL_RSRC,DS_a8f4849fb9,<br>,"12952885, 16381887",N/A,David S. Roos,Ortholog group assignments as predicted by OrthoMCL,orthology,N/A,
Leishmania major KKT1 Chip-Seq (Centromeres),9/21/2017,Apollo,Yvon Sterkers,University Montpellier,"TriTrypDB rel. 42, 2019-MAR-07",42,CHIP Seq,lmajFriedlin_Garcia-Silva_KKT1_Centromeres_chipSeq_RSRC,DS_a9140f56f8,<i>Leishmania major</i> strain Friedlin<br>,28935715,N/A,Garcia-Silva et al.,Chromatin immunoprecipitation coupled to high-throughput sequencing (ChIP-Seq) of L. major KKT1 (LmKKT1) clearly identified one major peak per chromosome.,transcript_expression,N/A,
<i>Leishmania donovani</i> CL-SL Genome Sequence and Annotation,11/9/2018,N/A,Greg Matlashewski,"Lyman Duff Medical Building, McGill University","TriTrypDB rel. 52, 2021-MAY-20",42,Genomes,ldonCL-SL_primary_genome_RSRC,DS_aa86d09f50,<i>Leishmania donovani</i> CL-SL<br>,"24992200, 30409989",N/A,Greg Matlashewski,PacBio genome sequence and annotation of a clinical isolate of L. donovani causing cutaneous leishmaniasis from Sri Lanka.,genome,9757,
ChIP-Seq - Four histone Variants (Tb927),3/9/2010,Apollo,George A.M. Cross,The Rockefeller University,"TriTrypDB rel. 1.0, 01-JAN-05",0,CHIP Seq,tbruTREU927_George_Cross_chipSeq_chipSeq_RSRC,DS_aabc052008,<i>Trypanosoma brucei</i> brucei TREU927<br>,"19369410, 20347883",N/A,George A.M. Cross,"ChIP-Seq of H4K10ac, bromodomain protein (BDF3), and four histone variants mark the boundaries of polycistronic transcription units in <i>Trypanosoma brucei</i>.",transcript_expression,N/A,
Promastigote Form Origins of Replication - early S and late S vs G2 (PE),9/4/2015,Apollo,Richard McCulloch,The Wellcome Centre for Integrative Parasitology,"TriTrypDB rel. 26, 2015-OCT-10",26,Sequence analysis,lmajFriedlin_originsOfReplication_McCulloch_Origins_Replicate2_RSRC,DS_ad01191ec3,<i>Leishmania major</i> strain Friedlin<br>,26481451,N/A,Marques et al.,"Origins of replication in <i>L. major</i> Friedlin determined by Marker 
        Frequency Analysis, a technique that compares frequency of marker sequences 
        in replicating and non-replicating cells.
        Whole genome DNA-Seq of FACS sorted promastigotes is presented as the 
        ratio (S- vs G2-phase) of the frequencies of markers (DNA-Seq reads) in 2.5 kb bins.",resequencing,N/A,
Exosome proteome,2/16/2010,Apollo,Neil E. Reiner,University of British Columbia,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,lmajFriedlin_massSpec_exosomeBasedSecretion_RSRC,DS_aece02af9c,<i>Leishmania major</i> strain Friedlin<br>,20159964,N/A,Silverman et al.,Proteomic analysis of exosomes secreted by <i>L. donovani</i> under early-infection-like conditions,protein_expression,N/A,
Promastigote and Amastigote Phosphoproteomes (donovani),5/21/2013,Apollo,Dan Zilberstein,McGill University,"TriTrypDB rel. 8.0, 2014-MAY-08",21,Protein expression,linfJPCM5_massSpec_Tsigankov_Pro_Ama_PhosphoProteomics_RSRC,DS_aed6c3e0df,<i>Leishmania infantum</i> JPCM5<br>,23688256,N/A,Tsigankov et al.,Phosphoproteomic analysis of <i>L. donovani</i> 1SR amastigotes and promastigotes mapped to <i>L. infantum</i> JPCM5.,protein_expression,N/A,
SUMOylation enriched epimastigote proteome - Quantitative (CL Brener),N/A,Apollo,Igor C. Almeida,University of Texas at El Paso,"TriTrypDB rel. 8.0, 2014-MAY-08",21,Protein expression,_quantitativeMassSpec_Almaida_SUMOylation_Proteomics_,DS_aef92040c6,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br><i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br><i>Trypanosoma cruzi</i> strain CL Brener<br>,21832256,N/A,Bayona et al.,"Protein targets of SUMOylation in <i>T. cruzi</i> CL Brener epimastigotes 
    quantified by spectral count approach.",protein_expression,N/A,
Reservosomes (Dm28c),3/17/2008,Apollo,N.L. Cunha-E-Silva,Universidade Federal do Rio de Janeiro,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,tcruCLBrenerEsmeraldo-like_massSpec_Reservosomes_SubCellular_RSRC,DS_af59c63f61,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br><i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br><i>Trypanosoma cruzi</i> strain CL Brener<br>,19288526,N/A,Sant'Anna et al.,"Proteomic analysis of the reservosome, a subcellular organelle and the endpoint of the endocytic pathway in <i>Trypanosoma cruzi</i> epimastigotes.",protein_expression,N/A,
Axenic and intracellular amastigote profiles,1/15/2009,Apollo,Barbara Papadopoulou,Laval University,"TriTrypDB rel. 1.0, 01-JAN-05",0,DNA Microarray Assay,linfJPCM5_microarrayExpression_GSE13983_Papadoupou_Amastigote_RSRC,DS_af87cb785d,<i>Leishmania infantum</i> JPCM5<br>,19393160,N/A,Rochette et al.,Expression profiles of axenic and intracellular amastigote forms of <i>Leishmania infantum</i>.<br>,transcript_expression,N/A,
Aligned HTS SNP calls for Lister strain 427,1/31/2012,Apollo,George A.M. Cross,The Rockefeller University,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,tbruTREU927_HTS_SNP_Tb427_GeorgeCross_RSRC,DS_afec111616,<i>Trypanosoma brucei</i> brucei TREU927<br>,N/A,N/A,George A.M. Cross,High throughput sequencing SNP calls for <i>T. brucei</i> Lister 427 aligned to the <i>T. brucei</i> TREU927 reference.,isolates,N/A,
<i>Trypanosoma cruzi</i> marinkellei strain B7 Genome Sequence and Annotation,1,N/A,Oscar Franzén,Uppsala University,"TriTrypDB rel. 52, 2021-MAY-20",18,Genomes,tcrumarinkelleiB7_primary_genome_RSRC,DS_b0489ab98b,<i>Trypanosoma cruzi</i> marinkellei strain B7<br>,23035642,N/A,Oscar Franzén,<i>Trypanosoma cruzi</i> marinkellei Sequence and Annotation,genome,10228,
Aligned genomic sequence reads - 16 clinical isolates,12/11/2012,Apollo,Matthew Berriman,"Wellcome Sanger Institute, UK","TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,ldonBPK282A1_HTS_SNP_Downing_HTS_Isolates_RSRC,DS_b1a056b0b3,<i>Leishmania donovani</i> BPK282A1<br>,22038251,N/A,Matthew Berriman,"Whole genome resequencing data from 16 clinical isolates of <i>Leishmania donovani</i> were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
Aligned genomic sequence reads for strain DAL972,1/31/2012,N/A,George A.M. Cross,The Rockefeller University,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,tbrugambienseDAL972_HTS_SNP_Tb_gambiense_GeorgeCross_RSRC,DS_b244ca2a77,<i>Trypanosoma brucei</i> gambiense DAL972<br>,N/A,N/A,George A.M. Cross,High throughput sequencing SNP calls for strain DAL972 aligned to the <i>T. gambiense</i> DAL972 reference,isolates,N/A,
BAC End Sequences,8/13/2002,Apollo,Seattle BioMed,N/A,"TriTrypDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",lmajFriedlin_sanger_BACEnds_clonedInsertEnds_RSRC,DS_b34f6b1bc2,<i>Leishmania major</i> strain Friedlin<br>,N/A,N/A,Seattle BioMed,BAC End genome sequences for <i>L. major</i> Friedlin,aligned_sequence,N/A,
Aligned genomic sequence reads - strains Friedlin and LV39,3/5/2010,Apollo,Jeremy Mottram,"University of Glasgow, UK","TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,lmajFriedlin_HTS_SNP_Mottram_Multiple_HTS_SNPs_RSRC,DS_b462cceac1,<i>Leishmania major</i> strain Friedlin<br>,22038252,N/A,Jeremy Mottram,"Whole genome resequencing data from <i>Leishmania major</i> strains Friedlin and LV39 were used to call SNPs 
      and determine CNV at the gene and chromosome level.",isolates,N/A,
LeishCyc pathways database,2019.06.03,N/A,LeishCyc,Sanger Institute,"TriTrypDB rel. 1.0, 01-JAN-05",0,Metabolic pathways,Pathways_LeishCyc_RSRC,DS_b486dc9eb4,<br>,19497128,N/A,LeishCyc,LeishCyc is a community annotated Pathway/Genome Database for <i>Leishmania major</i> based on the BioCyc ontology.,pathway,N/A,
Whole genome sequencing of T. cruzi TcI isolates and clones,9/20/2016,N/A,Bjorn Andersson,"Department of Cell and Molecular Biology, Karolinska Institute","TriTrypDB rel. 42, 2019-MAR-07",42,Genetic variation,tcruSylvioX10-1_HTS_SNP_Talavera-LopezAntigenicRepeats_RSRC,DS_b5913e0a1e,<i>Trypanosoma cruzi</i> Sylvio X10/1<br>,N/A,N/A,Talavera-Lopez et al.,whole genome sequencing of <i>T. cruzi</i> TcI isolates and clones,isolates,N/A,
Transcriptome during Infection in Human Fibroblasts (NonEsmo aligned),4/5/2016,N/A,Barbara Burleigh,Harvard T.H. Chan School of Public Health,"TriTrypDB rel. 34, 2017-SEP-07",34,RNASeq,tcruCLBrenerNon-Esmeraldo-like_Li_Transcriptome_Remodeling_ebi_rnaSeq_RSRC,DS_b73e4f951e,<i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br>,27046031,N/A,Li et al.,"Transcriptome of <i>T. cruzi</i> Y strain during infection of human cells    
       mapped against <i>T. cruzi</i> CL Brener Non-Esmeraldo-like.",transcript_expression,N/A,
<i>Trypanosoma cruzi</i> strain Ycl4 Genome Sequence,9/24/2018,N/A,Daniella Bartholomeu,"Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","TriTrypDB rel. 52, 2021-MAY-20",52,Genomes,tcruYcl4_primary_genome_RSRC,DS_b7cef49ccd,<i>Trypanosoma cruzi</i> strain Ycl4<br>,30424726,N/A,Daniella Bartholomeu,Genome Sequence for <i>Trypanosoma cruzi</i> strain Ycl4,genome,N/A,
Life cycle stages and differentiation time course,1,Apollo,Keith R. Matthews,University of Edinburgh,"TriTrypDB rel. 1.0, 2005-JAN-01",0,DNA Microarray Assay,tbruTREU927_microarrayExpression_GSE17026_Matthews_Keith_RSRC,DS_b7dc54ebad,<i>Trypanosoma brucei</i> brucei TREU927<br>,19747379,N/A,Kabani et al.,"mRNA expression profiles of <i>T. brucei</i> AnTat1.1 slender and stumpy bloodstream stages, 
    as well as 4 time points 
    during the transition of the stumpy to the procyclic life-cycle stage.",transcript_expression,N/A,
Spliced Leader and Poly A Sites from bloodstream and procyclic forms,2013-02-13_gus,Apollo,George A.M. Cross,The Rockefeller University,"TriTrypDB rel. 1.0, 01-JAN-05",0,RNASeq,tbruTREU927_George_Cross_Splice_Leader_rnaSeqSplicedLeaderAndPolyASites_RSRC,DS_b86bb1d4ad,<i>Trypanosoma brucei</i> brucei TREU927<br>,20385579,N/A,Siegel et al.,Curated spliced leader and Polyadenylation for bloodstream and procyclic form <i>Trypanosoma brucei</i> Lister 427,transcript_expression,N/A,
<i>Leishmania major</i> Friedlin 2021 Genome Sequence and Annotation,10/3/2021,N/A,Begoña Aguado,"Centro de Biologia Molecular Severo Ochoa (CSIC-UAM), Universidad Autonoma de Madrid, Spain","TriTrypDB rel. 59, 2022-AUG-30",59,Genomes,lmajFriedlin2021_primary_genome_RSRC,DS_bb973be480,<i>Leishmania major</i> Friedlin 2021<br>,34573340,N/A,Begoña Aguado,Genome Sequence and Annotation of <i>Leishmania major</i> Friedlin 2021,genome,11242,
"Life Stages Transcriptomes (AMA, META, PRO)",5/16/2019,Apollo,Angela Kaysel Cruz,"Cell and Molecular Biology Department, Ribeirão Preto Medical School , University of São Paulo","TriTrypDB rel. 56, 2022-FEB-15",56,RNASeq,lbraMHOMBR75M2904_lbraMHOMBR75M2904_Life_stages_RNASeq_ebi_rnaSeq_RSRC,DS_bca159eb6e,<i>Leishmania braziliensis</i> MHOM/BR/75/M2904<br>,30689499,N/A,Ruy et al.,"Life Stage Transcriptome (AMA, META, PRO) of <i>L braziliensis</i>",transcript_expression,N/A,
Aligned genomic sequence reads - strains Cf-Cl,4/24/2013,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,cfasCfCl_HTS_SNP_reference_genome_sequencing_RSRC,DS_be912cb3cd,<i>Crithidia fasciculata</i> strain Cf-Cl<br>,N/A,N/A,Stephen M. Beverley,High throughput sequencing SNP calls for strains Cf-Cl aligned to the <i>Crithidia fasciculata</i> Cf-Cl reference,isolates,N/A,
Aligned genomic sequence reads - strain LV9,3/5/2010,Apollo,Jeremy Mottram,"University of Glasgow, UK","TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,linfJPCM5_HTS_SNP_Mottram_Multiple_HTS_SNPs_RSRC,DS_bf7eb4c5c2,<i>Leishmania infantum</i> JPCM5<br>,22038252,N/A,Jeremy Mottram,"Whole genome resequencing data from  <i>Leishmania infantum</i> LV9 were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
T. brucei procyclic cell cycle proteome,3/19/2018,Apollo,Michael A.J. Ferguson,"Wellcome Centre for Anti-Infectives Research, School of Life Sciences, University of Dundee","TriTrypDB rel. 39, 2018-AUG-30",39,Protein expression,tbruTREU927_quantitativeMassSpec_Procyclic_Cell_Cycle_quant_RSRC,DS_bf9c234fd9,<i>Trypanosoma brucei</i> brucei TREU927<br>,29555687,N/A,Crozier et al.,<i>T. brucei</i> procyclic cell cycle proteome,protein_expression,N/A,
Procyclic form spliced leader transcriptome,2016-08-01_gus4,Apollo,Christian Tschudi,Yale School of Public Health,"TriTrypDB rel. 1.0, 01-JAN-05",0,RNASeq,tbruTREU927_Tschudi_Transcriptome_Spliced_Leaders_rnaSeqSplicedLeaderAndPolyASites_RSRC,DS_c23bc65b49,<i>Trypanosoma brucei</i> brucei TREU927<br>,20838601,N/A,Kolev et al.,"RNA-Seq of a <i>Trypanosoma brucei rhodesiense</i> YTat 1.1 procyclic form cDNA library  
      enriched for transcripts containing splice leader sequence. Data is aligned to the <i>T. brucei</i> TREU927 genome.",transcript_expression,N/A,
Cellular localization of tagged T. brucei proteins in procyclic forms,1/30/2024,Apollo,Richard Wheeler,"Peter Medawar Building for Pathogen Research, Nuffield Department of Medicine, University of Oxford","TriTrypDB rel. 64, 2023-JUL-12",42,Protein targeting and localization,tbruTREU927_DBP_GeneImage_RSRC,DS_c357287e29,<i>Trypanosoma brucei</i> brucei TREU927<br>,"27863903, 30550896, 36804636",N/A,Richard Wheeler,"Summary of microscopy images and localization annotations obtained from the TrypTag genome-wide tagging project. The full dataset is available on <a href=\http://tryptag.org/\"">TrypTag.org</a>""",subcellular_localization,N/A,
